adjudication_instance_id,adjudication_id,incident_id,document_id,event_id,session_type,incident_family,accused_driver_number,affected_driver_numbers,location_model_reviewed,lap_model_reviewed,incident_lap_candidate,incident_lap_basis,incident_lap_window_min,incident_lap_window_max,possible_accused_laps,clock_lower_utc,clock_upper_utc,clock_mapping_basis,referral_episode_id,referral_link_status,referral_link_score,message_lap_upper_bound,message_lap_last,race_control_process_statuses,race_control_messages_json,first_lap_candidate,wet_track_candidate,safety_car_restart_candidate,attacker_line_candidate,overlap_candidate,corner_phase_candidate,control_error_candidate,context_evidence_json,context_review_status,timing_review_status,context_reviewer_id,context_reviewed_at,context_review_notes
adjudication-seed-fia-2021-aut-01e04f2a38ce-01,adj-abdb85bbc64ee3ce,incident-src-abdb85bbc64ee3ce,fia-2021-aut-01e04f2a38ce,2021-aut,Race,forcing_off_track,11,,Turn 6,,46,fia_incident_clock_single_lap_interval,46,46,46,2021-07-04T13:58:00+00:00,2021-07-04T13:59:00+00:00,fia_clock_lap_interval,referral-4f7d8c57c76563e4,high_confidence_algorithmic,14.0,48.0,52.0,noted|investigation|sanction_announced,"[""TURN 6 INCIDENT INVOLVING CARS 11 (PER) AND 16 (LEC) NOTED"", ""TURN 6 INCIDENT INVOLVING CARS 11 (PER) AND 16 (LEC) UNDER INVESTIGATION - FORCING ANOTHER DRIVER OFF THE TRACK"", ""5 SECOND TIME PENALTY FOR CAR 11 (PER) - FORCING ANOTHER DRIVER OFF THE TRACK""]",False,False,False,unknown,alongside,exit,False,"{""corner_phase"": [""Then on the exit PER was judged not to give LEC enough room and LEC was forced off the track.""], ""overlap"": [""The Stewards reviewed video evidence, At the entry of turn 6, LEC and PER were side by side.""]}",machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2021-aut-5bb9fcd0e3b6-01,adj-777fb475fb7ad14e,incident-src-777fb475fb7ad14e,fia-2021-aut-5bb9fcd0e3b6,2021-aut,Race,causing_collision,7,5,Turn 5,,70,fia_incident_clock_single_lap_interval,70,70,70,2021-07-04T14:26:00+00:00,2021-07-04T14:27:00+00:00,fia_clock_lap_interval,referral-07ba0521d047f4a1,high_confidence_algorithmic,13.0,71.0,71.0,investigation|post_session_investigation,"[""TURN 5 INCIDENT INVOLVING CARS 7 (RAI) AND 5 (VET) UNDER INVESTIGATION - CAUSING A COLLISION"", ""TURN 5 INCIDENT INVOLVING CARS 5 (VET) AND 7 (RAI) WILL BE INVESTIGATED AFTER THE RACE""]",False,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2021-aut-5c20f18ec25e-01,adj-49f9f1c21c411724,incident-src-49f9f1c21c411724,fia-2021-aut-5c20f18ec25e,2021-aut,Race,forcing_off_track,11,,Turn 4,,40,fia_incident_clock_single_lap_interval,40,40,40,2021-07-04T13:51:00+00:00,2021-07-04T13:52:00+00:00,fia_clock_lap_interval,referral-0574b825cbe7238b,high_confidence_algorithmic,14.0,42.0,42.0,investigation|sanction_announced,"[""TURN 4 INCIDENT INVOLVING CARS 11 (PER) AND 16 (LEC) UNDER INVESTIGATION - FORCING ANOTHER DRIVER OFF THE TRACK"", ""5 SECOND TIME PENALTY FOR CAR 11 (PER) - FORCING ANOTHER DRIVER OFF THE TRACK""]",False,False,False,unknown,alongside,exit,False,"{""corner_phase"": [""Then on the exit PER was judged not to give LEC enough room and LEC was forced off the track.""], ""overlap"": [""The Stewards reviewed video evidence, At the entry of turn 4, LEC and PER were side by side.""]}",machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2021-aut-634bfff34401-01,adj-54aa1906bbba2dd4,incident-src-54aa1906bbba2dd4,fia-2021-aut-634bfff34401,2021-aut,Race,moving_under_braking,63,7,Turn 4,,,unresolved,68,69,68|69,2021-07-04T14:24:00+00:00,2021-07-04T14:25:00+00:00,fia_clock_lap_interval,,unmatched,,,,,,False,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2021-aut-f412d61f822f-01,adj-1e536209371259a3,incident-src-1e536209371259a3,fia-2021-aut-f412d61f822f,2021-aut,Race,forcing_off_track,4,,Turn 4,,,unresolved,3,4,3|4,2021-07-04T13:08:00+00:00,2021-07-04T13:09:00+00:00,fia_clock_lap_interval,referral-975aa303d43077d5,high_confidence_algorithmic,13.0,20.0,20.0,sanction_announced,"[""5 SECOND TIME PENALTY FOR CAR 4 (NOR) - FORCING ANOTHER DRIVER OFF THE TRACK""]",False,False,False,unknown,alongside,exit,False,"{""corner_phase"": [""Then on the exit NOR was judged not to give PER enough room and PER was forced off the track.""], ""overlap"": [""The Stewards reviewed video evidence, At the entry of turn 4, PER and NOR were side by side.""]}",machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2021-bhr-4c375a5d45e3-01,adj-fee2caa67a10b6f2,incident-src-fee2caa67a10b6f2,fia-2021-bhr-4c375a5d45e3,2021-bhr,Race,causing_collision,5,31,Turn 1,,,unresolved,43,44,43|44,2021-03-28T16:20:00+00:00,2021-03-28T16:21:00+00:00,fia_clock_lap_interval,referral-d4f11c9cc5b2c052,high_confidence_algorithmic,15.0,45.0,51.0,noted|investigation|sanction_announced,"[""TURN 1 INCIDENT INVOLVING CARS 5 (VET) AND 31 (OCO) NOTED"", ""TURN 1 INCIDENT INVOLVING CARS 5 (VET) AND 31 (OCO) UNDER INVESTIGATION - CAUSING A COLLISION"", ""10 SECOND TIME PENALTY FOR CAR 5 (VET) - CAUSING A COLLISION""]",False,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2021-emi-791fd6e0a7e9-01,adj-3651fb62c9bcfb6e,incident-src-3651fb62c9bcfb6e,fia-2021-emi-791fd6e0a7e9,2021-emi,Race,gaining_advantage_off_track,18,10,Turns 2-3,,,unresolved,9,10,9|10,2021-04-18T13:22:00+00:00,2021-04-18T13:23:00+00:00,fia_clock_lap_interval,,unmatched,,,,,,False,True,False,unknown,unknown,unknown,False,"{""wet_track"": [""In hearing from the drivers the Stewards accepted that car 18 was ahead of car 10 at the point he left the track, but that he was in that position because of a manoeuvre that he was not able to complete on the track given the wet conditions.""]}",machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2021-emi-ac5240ba7d02-01,adj-7ff377c3d8f5c74c,incident-src-7ff377c3d8f5c74c,fia-2021-emi-ac5240ba7d02,2021-emi,Race,causing_collision,63,77,"Turns 2, 1",,,unresolved,30,31,30|31,2021-04-18T13:54:00+00:00,2021-04-18T13:55:00+00:00,fia_clock_lap_interval,referral-7ad1cab1827db0a6,candidate_pending_review,8.0,34.0,34.0,post_session_investigation,"[""TURN 2 INCIDENT INVOLVING CAR 77 (BOT) AND CAR 63 (RUS) WILL BE INVESTIGATED AFTER THE RACE""]",False,True,False,unknown,unknown,unknown,False,"{""wet_track"": [""The track appeared to be not especially wet through turn 1 but at the point of closest approach to the right hand side of the track, the right hand side tyres of Car 63 hit an especially damp patch and the car snap yawed, bearing in mind that the car had low downforce in the rear with the DRS open.""]}",machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2021-esp-fee027bbec83-01,adj-6e832bed12ff975e,incident-src-6e832bed12ff975e,fia-2021-esp-fee027bbec83,2021-esp,Race,forcing_off_track,14,18,"Turns 2, 1, 18",,,unresolved,59,60,59|60,2021-05-09T14:28:00+00:00,2021-05-09T14:29:00+00:00,fia_clock_lap_interval,referral-b037bce259c35fdf,candidate_pending_review,8.0,62.0,62.0,investigation,"[""TURN 1 INCIDENT INVOLVING CARS 14 (ALO) AND 18 (STR) UNDER INVESTIGATION""]",False,False,False,outside,unknown,apex,False,"{""attacker_line"": [""Stroll was making a pass on Alonso on the outside of turn 1.""], ""corner_phase"": [""Alonso, who was on older tyres, moved as far as possible onto the apex kerb of turn 1, but was unable to hold the car’s line.""]}",machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2021-gbr-2edd347d5de5-01,adj-a02457481a461185,incident-src-a02457481a461185,fia-2021-gbr-2edd347d5de5,2021-gbr,Race,causing_collision,44,33,Turn 9,,1,fia_incident_clock_single_lap_interval,1,1,1,2021-07-18T14:04:00+00:00,2021-07-18T14:05:00+00:00,fia_clock_lap_interval,referral-a520c9f861b21016,high_confidence_algorithmic,13.0,3.0,3.0,investigation,"[""TURN 9 INCIDENT INVOLVING CARS 33 (VER) AND 44 (HAM) UNDER INVESTIGATION - CAUSING A COLLISION""]",True,False,False,inside,unknown,apex,False,"{""attacker_line"": [""Cars 33 and 44 entered turn 9 with Car 33 in the lead and Car 44 slightly behind and on the inside.""], ""corner_phase"": [""Car 44 was on a line that did not reach the apex of the corner, with room available to the inside.""]}",machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2021-gbr-74d32cf58767-01,adj-ef78b859db624c3b,incident-src-ef78b859db624c3b,fia-2021-gbr-74d32cf58767,2021-gbr,Race,forcing_off_track,11,7,Turn 17,,,unresolved,46,47,46|47,2021-07-18T15:53:00+00:00,2021-07-18T15:54:00+00:00,fia_clock_lap_interval,referral-2073a53f009396fd,candidate_pending_review,10.0,49.0,49.0,noted|post_session_investigation,"[""TURN 17 INCIDENT INVOLVING CARS 7 (RAI) AND 11 (PER) NOTED"", ""TURN 17 INCIDENT INVOLVING CARS 7 (RAI) AND 11 (PER) WILL BE INVESTIGATED AFTER THE RACE""]",False,False,False,inside,alongside,unknown,False,"{""attacker_line"": [""Cars 7 and 11 went through turn 16 almost side by side, with Car 11 slightly in front on the inside of the left hand turn.""], ""overlap"": [""Cars 7 and 11 went through turn 16 almost side by side, with Car 11 slightly in front on the inside of the left hand turn.""]}",machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2021-gbr-2ca2a34d14e0-01,adj-03b38afbf69e24d1,incident-src-03b38afbf69e24d1,fia-2021-gbr-2ca2a34d14e0,2021-gbr,Sprint,causing_collision,63,55,Turn 6,,,unresolved,2,3,2|3,2021-07-17T15:36:00+00:00,2021-07-17T15:37:00+00:00,fia_clock_lap_interval,referral-4844ad042f1b4c0d,high_confidence_algorithmic,13.0,4.0,8.0,noted|investigation|post_session_investigation,"[""TURN 6 INCIDENT INVOLVING CARS 63 (RUS) AND 55 (SAI) NOTED"", ""TURN 6 INCIDENT INVOLVING CARS 63 (RUS) AND 55 (SAI) UNDER INVESTIGATION - CAUSING A COLLISION"", ""TURN 6 INCIDENT INVOLVING CARS 63 (RUS) AND 55 (SAI) - WILL BE INVESTIGATED AFTER THE SESSION""]",False,False,False,ambiguous_both_lines_mentioned,unknown,unknown,False,"{""attacker_line"": [""Cars 63 and 55 approached turn 6 with Car 63 on the inside, in the middle of the track, and Car 55 on the outside."", ""Cars 63 and 55 approached turn 6 with Car 63 on the inside, in the middle of the track, and Car 55 on the outside.""]}",machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2021-gbr-8b960af59804-01,adj-30cd37fefdf5a1b2,incident-src-30cd37fefdf5a1b2,fia-2021-gbr-8b960af59804,2021-gbr,Sprint,unsafe_rejoin,55,63|10,"Turns 7, 6",,,unresolved,2,3,2|3,2021-07-17T15:36:00+00:00,2021-07-17T15:37:00+00:00,fia_clock_lap_interval,referral-4844ad042f1b4c0d,candidate_pending_review,6.0,4.0,8.0,noted|investigation|post_session_investigation,"[""TURN 6 INCIDENT INVOLVING CARS 63 (RUS) AND 55 (SAI) NOTED"", ""TURN 6 INCIDENT INVOLVING CARS 63 (RUS) AND 55 (SAI) UNDER INVESTIGATION - CAUSING A COLLISION"", ""TURN 6 INCIDENT INVOLVING CARS 63 (RUS) AND 55 (SAI) - WILL BE INVESTIGATED AFTER THE SESSION""]",False,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2021-hun-06f5959922b8-01,adj-9cf492ef26deae16,incident-src-9cf492ef26deae16,fia-2021-hun-06f5959922b8,2021-hun,Race,causing_collision,77,4,Turn 1,,1,fia_incident_clock_single_lap_interval,1,1,1,2021-08-01T13:03:00+00:00,2021-08-01T13:04:00+00:00,fia_clock_lap_interval,,unmatched,,,,,,True,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2021-hun-62b291657006-01,adj-3bb833a815e06668,incident-src-3bb833a815e06668,fia-2021-hun-62b291657006,2021-hun,Race,causing_collision,18,16,Turn 1,,1,fia_incident_clock_single_lap_interval,1,1,1,2021-08-01T13:03:00+00:00,2021-08-01T13:04:00+00:00,fia_clock_lap_interval,,unmatched,,,,,,True,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2021-ita-4c12fa91b10c-01,adj-e4fd8aefb1774911,incident-src-e4fd8aefb1774911,fia-2021-ita-4c12fa91b10c,2021-ita,Race,causing_collision,31,5,Turn 4,,,unresolved,14,15,14|15,2021-09-12T13:24:00+00:00,2021-09-12T13:25:00+00:00,fia_clock_lap_interval,referral-55a712c657b70d16,high_confidence_algorithmic,15.0,16.0,20.0,noted|investigation|sanction_announced,"[""TURN 4 INCIDENT INVOLVING CARS 5 (VET) AND 31 (OCO) NOTED"", ""TURN 4 INCIDENT INVOLVING CARS 5 (VET) AND 31 (OCO) UNDER INVESTIGATION"", ""5 SECOND TIME PENALTY FOR CAR 31 (OCO) - CAUSING A COLLISION AT TURN 4""]",False,False,False,unknown,alongside,unknown,False,"{""overlap"": [""Car 5 pulled alongside to the right.""]}",machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2021-ita-7d9dacc5104e-01,adj-f60d03c08c0d59ec,incident-src-f60d03c08c0d59ec,fia-2021-ita-7d9dacc5104e,2021-ita,Race,gaining_advantage_off_track,11,16,"Turns 5, 4",,,unresolved,31,32,31|32,2021-09-12T13:53:00+00:00,2021-09-12T13:54:00+00:00,fia_clock_lap_interval,referral-443698a964c2dcbe,candidate_pending_review,8.0,37.0,37.0,sanction_announced,"[""5 SECOND TIME PENALTY FOR CAR 11 (PER) - LEAVING THE TRACK AND GAINING AN ADVANTAGE AT TURN 5""]",False,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2021-ita-7df29923e8ce-01,adj-fca50105e4c6d3fe,incident-src-fca50105e4c6d3fe,fia-2021-ita-7df29923e8ce,2021-ita,Race,unsafe_rejoin,99,55,Turn 4,,1,fia_incident_clock_single_lap_interval,1,1,1,2021-09-12T13:03:00+00:00,2021-09-12T13:04:00+00:00,fia_clock_lap_interval,referral-18418205c7577815,ambiguous_pending_review,8.0,5.0,5.0,investigation,"[""TURN 5 INCIDENT INVOLVING CARS 99 (GIO) AND 55 (SAI) UNDER INVESTIGATION""]",True,False,False,unknown,unknown,apex,False,"{""corner_phase"": [""The driver locked his brakes entering Turn 4 and cut behind the apex of the corner.""]}",machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2021-ita-92b2944f6398-01,adj-23f9ed84ba3379b7,incident-src-23f9ed84ba3379b7,fia-2021-ita-92b2944f6398,2021-ita,Race,causing_collision,9,47,Turn 4,,,unresolved,,,,2021-09-12T15:01:00+00:00,2021-09-12T15:02:00+00:00,fia_clock_unmatched_to_lap_interval,referral-e9405598e687c390,high_confidence_algorithmic,15.0,33.0,39.0,noted|sanction_announced,"[""TURN 4 INCIDENT INVOLVING CARS 47 (MSC) AND 9 (MAZ) NOTED"", ""5 SECOND TIME PENALTY FOR CAR 9 (MAZ) - CAUSING A COLLISION AT TURN 4""]",False,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2021-ita-d726c5d4355d-01,adj-1b5a174b1f09dff2,incident-src-1b5a174b1f09dff2,fia-2021-ita-d726c5d4355d,2021-ita,Race,causing_collision,33,44,"Turns 2, 1",,,unresolved,,,,2021-09-12T14:10:00+00:00,2021-09-12T14:11:00+00:00,fia_clock_unmatched_to_lap_interval,referral-904ab9a268567059,ambiguous_pending_review,8.0,5.0,5.0,no_investigation,"[""TURN 4 INCIDENT INVOLVING CARS 44 (HAM) AND 33 (VER) - NO INVESTIGATION NECESSARY""]",False,False,False,unknown,alongside,apex,False,"{""corner_phase"": [""During the hearing the driver of Car 33 asserted that the cause of the incident was the driver of Car 44 opening the steering after Turn 1 and “squeezing” him to the apex of turn 2.""], ""overlap"": [""Car 33 braked late and started to move alongside Car 44, although at no point in the sequence does Car 33 get any further forward than just behind the front wheel of Car 44."", ""But further, the Stewards observed that Car 33 was not at all alongside Car 44 until significantly into the entry into Turn 1.""]}",machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2021-ita-c67ef61c2b22-01,adj-19a168f046f62aee,incident-src-19a168f046f62aee,fia-2021-ita-c67ef61c2b22,2021-ita,Sprint,gaining_advantage_off_track,11,18,"Turns 2, 1",,,unresolved,8,9,8|9,2021-09-11T14:47:00+00:00,2021-09-11T14:48:00+00:00,fia_clock_lap_interval,referral-bc97006d12687419,candidate_pending_review,9.0,10.0,17.0,noted|investigation|no_further_action,"[""TURN 1 INCIDENT INVOLVING CARS 11 (PER) AND 5 (VET) NOTED"", ""CORRECTION - TURN 1 INCIDENT INVOLVING CARS 11 (PER) AND 18 (STR) NOTED"", ""TURN 1 INCIDENT INVOLVING CARS 11 (PER) AND 18 (STR) UNDER INVESTIGATION"", ""TURN 1 INCIDENT INVOLVING CARS 11 (PER) AND 18 (STR) - NO FURTHER ACTION""]",False,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2021-rus-cc74bb905576-01,adj-a2fb74b22534188a,incident-src-a2fb74b22534188a,fia-2021-rus-cc74bb905576,2021-rus,Race,causing_collision,18,10,Turn 8,,48,fia_incident_clock_single_lap_interval,48,48,48,2021-09-26T13:25:00+00:00,2021-09-26T13:26:00+00:00,fia_clock_lap_interval,referral-fda2f5daee08c946,candidate_pending_review,8.0,51.0,53.0,noted|post_session_investigation,"[""TURN 9 INCIDENT INVOLVING CARS 18 (STR) AND 10 (GAS) NOTED"", ""TURN 9 INCIDENT INVOLVING CARS 18 (STR) AND 10 (GAS) - WILL BE INVESTIGATED AFTER THE RACE""]",False,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2021-sao-2a5ecda10fa1-01,adj-3036462c60f0a464,incident-src-3036462c60f0a464,fia-2021-sao-2a5ecda10fa1,2021-sao,Race,causing_collision,22,18,Turn 1,,,unresolved,3,4,3|4,2021-11-14T17:06:00+00:00,2021-11-14T17:07:00+00:00,fia_clock_lap_interval,referral-cdea3e9a077a3888,candidate_pending_review,10.0,10.0,10.0,investigation,"[""TURN 1 INCIDENT INVOLVING CARS 22 (TSU) AND 18 (STR) UNDER INVESTIGATION""]",False,False,False,inside,unknown,unknown,False,"{""attacker_line"": [""Car 22 was slipstreaming car 18 along the front straight and was considerably faster on the inside at turn 1.""]}",machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2021-sau-0959688f5106-01,adj-02b95aa6fb08b86f,incident-src-02b95aa6fb08b86f,fia-2021-sau-0959688f5106,2021-sau,Race,causing_collision,33,44,"Turns 26, 21",,37,fia_incident_clock_single_lap_interval,37,37,37,2021-12-05T19:19:00+00:00,2021-12-05T19:20:00+00:00,fia_clock_lap_interval,referral-13b3580c6c66bbf1,ambiguous_pending_review,8.0,38.0,38.0,noted|investigation,"[""TURN 25 INCIDENT INVOLVING CARS 44 (HAM) AND 33 (VER) NOTED"", ""TURN 25 INCIDENT INVOLVING CARS 44 (HAM) AND 33 (VER) UNDER INVESTIGATION""]",False,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2021-sau-d305cebeff15-01,adj-f21c53526f851c56,incident-src-f21c53526f851c56,fia-2021-sau-d305cebeff15,2021-sau,Race,causing_collision,11,16,Turn 3,,15,fia_incident_clock_single_lap_interval,15,15,15,2021-12-05T18:19:00+00:00,2021-12-05T18:20:00+00:00,fia_clock_lap_interval,,unmatched,,,,,,False,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2021-sau-df60d44ca35e-01,adj-d7f3f0f646ff62ac,incident-src-d7f3f0f646ff62ac,fia-2021-sau-df60d44ca35e,2021-sau,Race,causing_collision,22,5,Turn 2,,,unresolved,22,23,22|23,2021-12-05T18:54:00+00:00,2021-12-05T18:55:00+00:00,fia_clock_lap_interval,referral-46569a2fef4fbfcf,high_confidence_algorithmic,15.0,25.0,26.0,noted|investigation|sanction_announced,"[""TURN 2 INCIDENT INVOLVING CARS 5 (VET) AND 22 (TSU) NOTED - CAUSING A COLLISION"", ""TURN 2 INCIDENT INVOLVING CARS 5 (VET) AND 22 (TSU) UNDER INVESTIGATION - CAUSING A COLLISION"", ""5 SECOND TIME PENALTY FOR CAR 22 (TSU) - CAUSING A COLLISION""]",False,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2021-sau-e76c180b19e5-01,adj-d4ae4911fc1c3cf8,incident-src-d4ae4911fc1c3cf8,fia-2021-sau-e76c180b19e5,2021-sau,Race,gaining_advantage_off_track,33,,Turn 1,,,unresolved,36,37,36|37,2021-12-05T19:18:00+00:00,2021-12-05T19:19:00+00:00,fia_clock_lap_interval,referral-9a4016f76a3bb05d,high_confidence_algorithmic,13.0,43.0,43.0,sanction_announced,"[""5 SECOND TIME PENALTY FOR CAR 33 (VER) - LEAVING THE TRACK AND GAINING AN ADVANTAGE""]",False,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2021-tur-8316f5ba45fb-01,adj-2c5dc6cc5a2cbef7,incident-src-2c5dc6cc5a2cbef7,fia-2021-tur-8316f5ba45fb,2021-tur,Race,causing_collision,14,47,Turn 4,2,2,model_reviewed_source_or_timing,1,2,1|2,2021-10-10T12:05:00+00:00,2021-10-10T12:06:00+00:00,fia_clock_lap_interval,referral-96e6a1e44b22f837,high_confidence_algorithmic,13.0,3.0,6.0,noted|investigation,"[""TURN 4 INCIDENT INVOLVING CAR 47 (MSC) NOTED "", ""TURN 4 INCIDENT INVOLVING CARS 14 (ALO) AND 47 (MSC) NOTED"", ""TURN 4 INCIDENT INVOLVING CARS 14 (ALO) AND 47 (MSC) UNDER INVESTIGATION - CAUSING A COLLISION""]",False,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2021-tur-93d16b7d94df-01,adj-b778b990971d2a47,incident-src-b778b990971d2a47,fia-2021-tur-93d16b7d94df,2021-tur,Race,causing_collision,10,14,Turn 1,1,1,model_reviewed_source_or_timing,1,1,1,2021-10-10T12:03:00+00:00,2021-10-10T12:04:00+00:00,fia_clock_lap_interval,referral-a7d53580889c5904,high_confidence_algorithmic,15.0,4.0,9.0,investigation|sanction_announced,"[""TURN 1 INCIDENT INVOLVING CARS 14 (ALO) AND 10 (GAS) UNDER INVESTIGATION - CAUSING A COLLISION"", ""5 SECOND TIME PENALTY FOR CAR 10 (GAS) - CAUSING A COLLISION"", ""5 SECOND TIME PENALTY FOR CAR 14 (ALO) - CAUSING A COLLISION""]",True,False,False,ambiguous_both_lines_mentioned,unknown,unknown,False,"{""attacker_line"": [""GAS tried to negotiate T1 with PER on the inside and car 14 (ALO) on the outside."", ""GAS tried to negotiate T1 with PER on the inside and car 14 (ALO) on the outside."", ""The Stewards determine that GAS was wholly at fault for the collision, as he did not leave enough space for ALO on the outside.""], ""first_lap"": [""The Stewards reviewed the video evidence and determined that GAS caused a collision with Car 14 (ALO) during Lap 1."", ""It should also be pointed out that the Stewards do not consider this incident as an unavoidable Lap 1 Turn 1 contact between two cars, as GAS was not sandwiched between two cars when he touched ALO’s car.""]}",machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2022-abu-6afd5d82f378-01,adj-5c847c13b64952f6,incident-src-5c847c13b64952f6,fia-2022-abu-6afd5d82f378,2022-abu,Race,causing_collision,47,6,Turn 5,,38,fia_incident_clock_single_lap_interval,38,38,38,2022-11-20T14:01:00+00:00,2022-11-20T14:02:00+00:00,fia_clock_lap_interval,referral-92a69d6732b75346,high_confidence_algorithmic,15.0,39.0,41.0,noted|investigation|sanction_announced,"[""TURN 5 INCIDENT INVOLVING CARS 47 (MSC) AND 6 (LAT) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 5 INCIDENT INVOLVING CARS 47 (MSC) AND 6 (LAT) UNDER INVESTIGATION - CAUSING A COLLISION"", ""FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 47 (MSC) - CAUSING A COLLISION""]",False,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2022-aus-49ed71794697-01,adj-e9708326fa11c315,incident-src-e9708326fa11c315,fia-2022-aus-49ed71794697,2022-aus,Race,multiple_defensive_moves,18,77,,,,unresolved,37,38,37|38,2022-04-10T06:02:00+00:00,2022-04-10T06:03:00+00:00,fia_clock_lap_interval,referral-4e25ae7b3e60216b,candidate_pending_review,8.0,43.0,43.0,noted,"[""TURN 3 INCIDENT INVOLVING CARS 18 (STR) AND 77 (BOT) NOTED - FORCING ANOTHER DRIVER OFF THE TRACK""]",False,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,
adjudication-seed-fia-2022-aus-60118fcf81d1-01,adj-752796dd8601031a,incident-src-752796dd8601031a,fia-2022-aus-60118fcf81d1,2022-aus,Race,forcing_off_track,20,14,Turns 3-4,,,unresolved,51,52,51|52,2022-04-10T06:22:00+00:00,2022-04-10T06:23:00+00:00,fia_clock_lap_interval,referral-784e3ec049b343fe,candidate_pending_review,11.0,54.0,56.0,noted|post_session_investigation,"[""TURN 4 INCIDENT INVOLVING CARS 14 (ALO) AND 20 (MAG) NOTED - FORCING ANOTHER DRIVER OFF THE TRACK"", ""FIA STEWARDS: TURN 4 INCIDENT INVOLVING CARS 14 (ALO) AND 20 (MAG) WILL BE INVESTIGATED AFTER THE RACE - FORCING ANOTHER DRIVER OFF THE TRACK""]",False,False,False,unknown,alongside,unknown,False,"{""overlap"": [""The cars went through turn 4 essentially side by side but at the exit ALO was off the track.""]}",machine_extracted_pending_human_review,pending_human_review,,,
