adjudication_instance_id,adjudication_id,incident_id,document_id,event_id,session_type,accused_driver_number,incident_time_raw,event_timezone,clock_lower_utc,clock_upper_utc,possible_accused_laps,possible_lap_count,single_lap_candidate,mapping_basis,known_model_reviewed_lap,known_lap_within_clock_window,clock_mapping_review_status
adjudication-seed-fia-2019-jpn-ddc6b3eef5b1-01,adj-acc76c36ad0d55b6,incident-group-9d7ca07e87909a4b,fia-2019-jpn-ddc6b3eef5b1,2019-jpn,Race,11,15:35,+09:00,2019-10-13T06:35:00+00:00,2019-10-13T06:36:00+00:00,51|52,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2019-mco-6d869f39c68e-01,adj-a0cb65d072c5b6a8,incident-src-a0cb65d072c5b6a8,fia-2019-mco-6d869f39c68e,2019-mco,Race,20,16:12,+02:00,2019-05-26T14:12:00+00:00,2019-05-26T14:13:00+00:00,43|44,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2019-mco-8441c7d5dbef-01,adj-d5ff9f7e1e5e3e46,incident-src-d5ff9f7e1e5e3e46,fia-2019-mco-8441c7d5dbef,2019-mco,Race,99,15:34,+02:00,2019-05-26T13:34:00+00:00,2019-05-26T13:35:00+00:00,15,1,15,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2019-mco-93dff725c78b-01,adj-76f534567702afe9,incident-src-76f534567702afe9,fia-2019-mco-93dff725c78b,2019-mco,Race,33,16:53,+02:00,2019-05-26T14:53:00+00:00,2019-05-26T14:54:00+00:00,76|77,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2019-mco-b0bed801d3e3-01,adj-1647a94a71c5efa4,incident-src-1647a94a71c5efa4,fia-2019-mco-b0bed801d3e3,2019-mco,Race,18,15:03,+02:00,2019-05-26T13:03:00+00:00,2019-05-26T13:04:00+00:00,,0,,fia_clock_unmatched_to_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2019-mco-bf9eeec70400-01,adj-675739cef230a725,incident-src-675739cef230a725,fia-2019-mco-bf9eeec70400,2019-mco,Race,44,16:53,+02:00,2019-05-26T14:53:00+00:00,2019-05-26T14:54:00+00:00,76|77,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2019-mex-9a84e5496c6b-01,adj-f96f03bc3f42ded4,incident-src-f96f03bc3f42ded4,fia-2019-mex-9a84e5496c6b,2019-mex,Race,26,14:50,-06:00,2019-10-27T20:50:00+00:00,2019-10-27T20:51:00+00:00,70,1,70,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2019-sgp-4f116694a24c-01,adj-dc7143e62d2b209e,incident-group-17fe6df1bdd9aad8,fia-2019-sgp-4f116694a24c,2019-sgp,Race,7,21:50,+08:00,2019-09-22T13:50:00+00:00,2019-09-22T13:51:00+00:00,49|50,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2019-sgp-6c9e26d4cab3-01,adj-cde123f133b0c826,incident-group-3e6d04cc117846eb,fia-2019-sgp-6c9e26d4cab3,2019-sgp,Race,63,21:17,+08:00,2019-09-22T13:17:00+00:00,2019-09-22T13:18:00+00:00,35,1,35,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2019-sgp-6db2310a0bec-01,adj-46676d59c4b4733c,incident-group-3e6d04cc117846eb,fia-2019-sgp-6db2310a0bec,2019-sgp,Race,8,21:17,+08:00,2019-09-22T13:17:00+00:00,2019-09-22T13:18:00+00:00,35,1,35,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2019-sgp-ab76599fc615-01,adj-90a21a4d4da139bd,incident-group-17fe6df1bdd9aad8,fia-2019-sgp-ab76599fc615,2019-sgp,Race,26,21:50,+08:00,2019-09-22T13:50:00+00:00,2019-09-22T13:51:00+00:00,49|50,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2019-sgp-d456f4419d4f-01,adj-2863482e9bf6ad20,incident-group-baa04254fb857cd2,fia-2019-sgp-d456f4419d4f,2019-sgp,Race,27,20:10,+08:00,2019-09-22T12:10:00+00:00,2019-09-22T12:11:00+00:00,1,1,1,fia_clock_pre_start_first_lap_tolerance,1,True,algorithmic_pending_human_validation
adjudication-seed-fia-2019-sgp-e6c461804492-01,adj-a7bd7c94072cc013,incident-group-baa04254fb857cd2,fia-2019-sgp-e6c461804492,2019-sgp,Race,55,20:10,+08:00,2019-09-22T12:10:00+00:00,2019-09-22T12:11:00+00:00,1,1,1,fia_clock_pre_start_first_lap_tolerance,1,True,algorithmic_pending_human_validation
adjudication-seed-fia-2019-usa-d3bdd32ef24c-01,adj-da2c95f3aa831f34,incident-src-da2c95f3aa831f34,fia-2019-usa-d3bdd32ef24c,2019-usa,Race,26,14:47,-06:00,2019-11-03T20:47:00+00:00,2019-11-03T20:48:00+00:00,55,1,55,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2019-usa-e8891601d008-01,adj-8fa5a7f8737d47e9,incident-src-8fa5a7f8737d47e9,fia-2019-usa-e8891601d008,2019-usa,Race,23,13:13,-06:00,2019-11-03T19:13:00+00:00,2019-11-03T19:14:00+00:00,1,1,1,fia_clock_lap_interval,1,True,algorithmic_pending_human_validation
adjudication-seed-fia-2020-70a-2f908d545c9e-01,adj-70745e64b862fd6a,incident-src-70745e64b862fd6a,fia-2020-70a-2f908d545c9e,2020-70a,Race,20,14:40,+01:00,2020-08-09T13:40:00+00:00,2020-08-09T13:41:00+00:00,17|18,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2020-aut-61b974e38056-01,adj-f6450ff6c230f5e0,incident-src-f6450ff6c230f5e0,fia-2020-aut-61b974e38056,2020-aut,Race,44,16:31,+02:00,2020-07-05T14:31:00+00:00,2020-07-05T14:32:00+00:00,60|61,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2020-bhr-5b520e69cfdd-01,adj-f43e6ce41cf9c965,incident-src-f43e6ce41cf9c965,fia-2020-bhr-5b520e69cfdd,2020-bhr,Race,26,18:40,+03:00,2020-11-29T15:40:00+00:00,2020-11-29T15:41:00+00:00,3,1,3,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2020-eif-3377de36ccd9-01,adj-cd5bc15f552b8092,incident-src-cd5bc15f552b8092,fia-2020-eif-3377de36ccd9,2020-eif,Race,7,14:34,+02:00,2020-10-11T12:34:00+00:00,2020-10-11T12:35:00+00:00,13|14,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2020-eif-588d347b498e-01,adj-334b6200470cb5bc,incident-src-334b6200470cb5bc,fia-2020-eif-588d347b498e,2020-eif,Race,23,14:41,+02:00,2020-10-11T12:41:00+00:00,2020-10-11T12:42:00+00:00,18,1,18,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2020-emi-399ca2a328b0-01,adj-1b1da487e3a306a9,incident-src-1b1da487e3a306a9,fia-2020-emi-399ca2a328b0,2020-emi,Race,5,13:13,+01:00,2020-11-01T12:13:00+00:00,2020-11-01T12:14:00+00:00,1,1,1,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2020-esp-bc594cf0008c-01,adj-c1cfa4c6f7b7d14c,incident-src-c1cfa4c6f7b7d14c,fia-2020-esp-bc594cf0008c,2020-esp,Race,99,16:38,+02:00,2020-08-16T14:38:00+00:00,2020-08-16T14:39:00+00:00,60,1,60,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2020-gbr-09d0b07d741a-01,adj-e605aead612094fc,incident-src-e605aead612094fc,fia-2020-gbr-09d0b07d741a,2020-gbr,Race,8,14:50,+01:00,2020-08-02T13:50:00+00:00,2020-08-02T13:51:00+00:00,18|19,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2020-gbr-319c8c2d52b9-01,adj-fcd4a7df5c2a7599,incident-src-fcd4a7df5c2a7599,fia-2020-gbr-319c8c2d52b9,2020-gbr,Race,23,14:15,+01:00,2020-08-02T13:15:00+00:00,2020-08-02T13:16:00+00:00,1|2,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2020-ita-3d5494c6edc8-01,adj-c473006e0e821fa8,incident-src-c473006e0e821fa8,fia-2020-ita-3d5494c6edc8,2020-ita,Race,23,15:15,+02:00,2020-09-06T13:15:00+00:00,2020-09-06T13:16:00+00:00,1|2,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2020-ita-5e5acd0fdb41-01,adj-0b5349f408329019,incident-src-0b5349f408329019,fia-2020-ita-5e5acd0fdb41,2020-ita,Race,33,15:49,+02:00,2020-09-06T13:49:00+00:00,2020-09-06T13:50:00+00:00,24,1,24,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2020-por-69db98466a96-01,adj-51812139587add7e,incident-src-51812139587add7e,fia-2020-por-69db98466a96,2020-por,Race,18,13:37,+00:00,2020-10-25T13:37:00+00:00,2020-10-25T13:38:00+00:00,17|18,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2020-skh-9e2651e5d5ba-01,adj-f1add43ec601d687,incident-src-f1add43ec601d687,fia-2020-skh-9e2651e5d5ba,2020-skh,Race,16,20:13,+03:00,2020-12-06T17:13:00+00:00,2020-12-06T17:14:00+00:00,1,1,1,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2020-sty-965461bfbe13-01,adj-e29cbda3e8d0967d,incident-src-e29cbda3e8d0967d,fia-2020-sty-965461bfbe13,2020-sty,Race,18,16:34,+02:00,2020-07-12T14:34:00+00:00,2020-07-12T14:35:00+00:00,69|70,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2020-tus-3299714baba8-01,adj-ca80459eed6f3310,incident-src-ca80459eed6f3310,fia-2020-tus-3299714baba8,2020-tus,Race,8,15:14,+02:00,2020-09-13T13:14:00+00:00,2020-09-13T13:15:00+00:00,1,1,1,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2020-tus-65bfe923f953-01,adj-fe001d9ef4550a20,incident-src-fe001d9ef4550a20,fia-2020-tus-65bfe923f953,2020-tus,Race,33,15:14,+02:00,2020-09-13T13:14:00+00:00,2020-09-13T13:15:00+00:00,1,1,1,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2020-tus-8b2908d46c54-01,adj-3bbbd293cbbdc303,incident-src-3bbbd293cbbdc303,fia-2020-tus-8b2908d46c54,2020-tus,Race,10,15:14,+02:00,2020-09-13T13:14:00+00:00,2020-09-13T13:15:00+00:00,1,1,1,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2020-tus-8f4aa7153d82-01,adj-d8273ef853fc3e35,incident-src-d8273ef853fc3e35,fia-2020-tus-8f4aa7153d82,2020-tus,Race,7,15:14,+02:00,2020-09-13T13:14:00+00:00,2020-09-13T13:15:00+00:00,1,1,1,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2021-aut-01e04f2a38ce-01,adj-abdb85bbc64ee3ce,incident-src-abdb85bbc64ee3ce,fia-2021-aut-01e04f2a38ce,2021-aut,Race,11,15:58,+02:00,2021-07-04T13:58:00+00:00,2021-07-04T13:59:00+00:00,46,1,46,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2021-aut-5bb9fcd0e3b6-01,adj-777fb475fb7ad14e,incident-src-777fb475fb7ad14e,fia-2021-aut-5bb9fcd0e3b6,2021-aut,Race,7,16:26,+02:00,2021-07-04T14:26:00+00:00,2021-07-04T14:27:00+00:00,70,1,70,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2021-aut-5c20f18ec25e-01,adj-49f9f1c21c411724,incident-src-49f9f1c21c411724,fia-2021-aut-5c20f18ec25e,2021-aut,Race,11,15:51,+02:00,2021-07-04T13:51:00+00:00,2021-07-04T13:52:00+00:00,40,1,40,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2021-aut-634bfff34401-01,adj-54aa1906bbba2dd4,incident-src-54aa1906bbba2dd4,fia-2021-aut-634bfff34401,2021-aut,Race,63,16:24,+02:00,2021-07-04T14:24:00+00:00,2021-07-04T14:25:00+00:00,68|69,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2021-aut-f412d61f822f-01,adj-1e536209371259a3,incident-src-1e536209371259a3,fia-2021-aut-f412d61f822f,2021-aut,Race,4,15:08,+02:00,2021-07-04T13:08:00+00:00,2021-07-04T13:09:00+00:00,3|4,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2021-bhr-4c375a5d45e3-01,adj-fee2caa67a10b6f2,incident-src-fee2caa67a10b6f2,fia-2021-bhr-4c375a5d45e3,2021-bhr,Race,5,19:20,+03:00,2021-03-28T16:20:00+00:00,2021-03-28T16:21:00+00:00,43|44,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2021-emi-791fd6e0a7e9-01,adj-3651fb62c9bcfb6e,incident-src-3651fb62c9bcfb6e,fia-2021-emi-791fd6e0a7e9,2021-emi,Race,18,15:22,+02:00,2021-04-18T13:22:00+00:00,2021-04-18T13:23:00+00:00,9|10,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2021-emi-ac5240ba7d02-01,adj-7ff377c3d8f5c74c,incident-src-7ff377c3d8f5c74c,fia-2021-emi-ac5240ba7d02,2021-emi,Race,63,15:54,+02:00,2021-04-18T13:54:00+00:00,2021-04-18T13:55:00+00:00,30|31,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2021-esp-fee027bbec83-01,adj-6e832bed12ff975e,incident-src-6e832bed12ff975e,fia-2021-esp-fee027bbec83,2021-esp,Race,14,16:28,+02:00,2021-05-09T14:28:00+00:00,2021-05-09T14:29:00+00:00,59|60,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2021-gbr-2edd347d5de5-01,adj-a02457481a461185,incident-src-a02457481a461185,fia-2021-gbr-2edd347d5de5,2021-gbr,Race,44,15:04,+01:00,2021-07-18T14:04:00+00:00,2021-07-18T14:05:00+00:00,1,1,1,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2021-gbr-74d32cf58767-01,adj-ef78b859db624c3b,incident-src-ef78b859db624c3b,fia-2021-gbr-74d32cf58767,2021-gbr,Race,11,16:53,+01:00,2021-07-18T15:53:00+00:00,2021-07-18T15:54:00+00:00,46|47,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2021-gbr-2ca2a34d14e0-01,adj-03b38afbf69e24d1,incident-src-03b38afbf69e24d1,fia-2021-gbr-2ca2a34d14e0,2021-gbr,Sprint,63,16:36,+01:00,2021-07-17T15:36:00+00:00,2021-07-17T15:37:00+00:00,2|3,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2021-gbr-8b960af59804-01,adj-30cd37fefdf5a1b2,incident-src-30cd37fefdf5a1b2,fia-2021-gbr-8b960af59804,2021-gbr,Sprint,55,16:36,+01:00,2021-07-17T15:36:00+00:00,2021-07-17T15:37:00+00:00,2|3,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2021-hun-06f5959922b8-01,adj-9cf492ef26deae16,incident-src-9cf492ef26deae16,fia-2021-hun-06f5959922b8,2021-hun,Race,77,15:03,+02:00,2021-08-01T13:03:00+00:00,2021-08-01T13:04:00+00:00,1,1,1,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2021-hun-62b291657006-01,adj-3bb833a815e06668,incident-src-3bb833a815e06668,fia-2021-hun-62b291657006,2021-hun,Race,18,15:03,+02:00,2021-08-01T13:03:00+00:00,2021-08-01T13:04:00+00:00,1,1,1,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2021-ita-4c12fa91b10c-01,adj-e4fd8aefb1774911,incident-src-e4fd8aefb1774911,fia-2021-ita-4c12fa91b10c,2021-ita,Race,31,15:24,+02:00,2021-09-12T13:24:00+00:00,2021-09-12T13:25:00+00:00,14|15,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2021-ita-7d9dacc5104e-01,adj-f60d03c08c0d59ec,incident-src-f60d03c08c0d59ec,fia-2021-ita-7d9dacc5104e,2021-ita,Race,11,15:53,+02:00,2021-09-12T13:53:00+00:00,2021-09-12T13:54:00+00:00,31|32,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2021-ita-7df29923e8ce-01,adj-fca50105e4c6d3fe,incident-src-fca50105e4c6d3fe,fia-2021-ita-7df29923e8ce,2021-ita,Race,99,15:03,+02:00,2021-09-12T13:03:00+00:00,2021-09-12T13:04:00+00:00,1,1,1,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2021-ita-92b2944f6398-01,adj-23f9ed84ba3379b7,incident-src-23f9ed84ba3379b7,fia-2021-ita-92b2944f6398,2021-ita,Race,9,17:01,+02:00,2021-09-12T15:01:00+00:00,2021-09-12T15:02:00+00:00,,0,,fia_clock_unmatched_to_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2021-ita-d726c5d4355d-01,adj-1b5a174b1f09dff2,incident-src-1b5a174b1f09dff2,fia-2021-ita-d726c5d4355d,2021-ita,Race,33,16:10,+02:00,2021-09-12T14:10:00+00:00,2021-09-12T14:11:00+00:00,,0,,fia_clock_unmatched_to_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2021-ita-c67ef61c2b22-01,adj-19a168f046f62aee,incident-src-19a168f046f62aee,fia-2021-ita-c67ef61c2b22,2021-ita,Sprint,11,16:47,+02:00,2021-09-11T14:47:00+00:00,2021-09-11T14:48:00+00:00,8|9,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2021-rus-cc74bb905576-01,adj-a2fb74b22534188a,incident-src-a2fb74b22534188a,fia-2021-rus-cc74bb905576,2021-rus,Race,18,16:25,+03:00,2021-09-26T13:25:00+00:00,2021-09-26T13:26:00+00:00,48,1,48,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2021-sao-2a5ecda10fa1-01,adj-3036462c60f0a464,incident-src-3036462c60f0a464,fia-2021-sao-2a5ecda10fa1,2021-sao,Race,22,14:06,-03:00,2021-11-14T17:06:00+00:00,2021-11-14T17:07:00+00:00,3|4,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2021-sau-0959688f5106-01,adj-02b95aa6fb08b86f,incident-src-02b95aa6fb08b86f,fia-2021-sau-0959688f5106,2021-sau,Race,33,22:19,+03:00,2021-12-05T19:19:00+00:00,2021-12-05T19:20:00+00:00,37,1,37,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2021-sau-d305cebeff15-01,adj-f21c53526f851c56,incident-src-f21c53526f851c56,fia-2021-sau-d305cebeff15,2021-sau,Race,11,21:19,+03:00,2021-12-05T18:19:00+00:00,2021-12-05T18:20:00+00:00,15,1,15,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2021-sau-df60d44ca35e-01,adj-d7f3f0f646ff62ac,incident-src-d7f3f0f646ff62ac,fia-2021-sau-df60d44ca35e,2021-sau,Race,22,21:54,+03:00,2021-12-05T18:54:00+00:00,2021-12-05T18:55:00+00:00,22|23,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2021-sau-e76c180b19e5-01,adj-d4ae4911fc1c3cf8,incident-src-d4ae4911fc1c3cf8,fia-2021-sau-e76c180b19e5,2021-sau,Race,33,22:18,+03:00,2021-12-05T19:18:00+00:00,2021-12-05T19:19:00+00:00,36|37,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2021-tur-8316f5ba45fb-01,adj-2c5dc6cc5a2cbef7,incident-src-2c5dc6cc5a2cbef7,fia-2021-tur-8316f5ba45fb,2021-tur,Race,14,15:05,+03:00,2021-10-10T12:05:00+00:00,2021-10-10T12:06:00+00:00,1|2,2,,fia_clock_lap_interval,2,True,algorithmic_pending_human_validation
adjudication-seed-fia-2021-tur-93d16b7d94df-01,adj-b778b990971d2a47,incident-src-b778b990971d2a47,fia-2021-tur-93d16b7d94df,2021-tur,Race,10,15:03,+03:00,2021-10-10T12:03:00+00:00,2021-10-10T12:04:00+00:00,1,1,1,fia_clock_lap_interval,1,True,algorithmic_pending_human_validation
adjudication-seed-fia-2022-abu-6afd5d82f378-01,adj-5c847c13b64952f6,incident-src-5c847c13b64952f6,fia-2022-abu-6afd5d82f378,2022-abu,Race,47,18:01,+04:00,2022-11-20T14:01:00+00:00,2022-11-20T14:02:00+00:00,38,1,38,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2022-aus-49ed71794697-01,adj-e9708326fa11c315,incident-src-e9708326fa11c315,fia-2022-aus-49ed71794697,2022-aus,Race,18,16:02,+10:00,2022-04-10T06:02:00+00:00,2022-04-10T06:03:00+00:00,37|38,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2022-aus-60118fcf81d1-01,adj-752796dd8601031a,incident-src-752796dd8601031a,fia-2022-aus-60118fcf81d1,2022-aus,Race,20,16:22,+10:00,2022-04-10T06:22:00+00:00,2022-04-10T06:23:00+00:00,51|52,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2022-aut-0b612be0b626-01,adj-ea983bef6c710033,incident-src-ea983bef6c710033,fia-2022-aut-0b612be0b626,2022-aut,Race,10,15:49,+02:00,2022-07-10T13:49:00+00:00,2022-07-10T13:50:00+00:00,38|39,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2022-aut-116bb7866055-01,adj-4336ab73c4471912,incident-src-4336ab73c4471912,fia-2022-aut-116bb7866055,2022-aut,Race,63,15:03,+02:00,2022-07-10T13:03:00+00:00,2022-07-10T13:04:00+00:00,1,1,1,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2022-aut-ab1a77f87104-01,adj-543da3861599debe,incident-src-543da3861599debe,fia-2022-aut-ab1a77f87104,2022-aut,Sprint,23,16:40,+02:00,2022-07-09T14:40:00+00:00,2022-07-09T14:41:00+00:00,4|5,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2022-bel-dac27d1c3f36-01,adj-6f98ef40918eece1,incident-src-6f98ef40918eece1,fia-2022-bel-dac27d1c3f36,2022-bel,Race,44,15:04,+02:00,2022-08-28T13:04:00+00:00,2022-08-28T13:05:00+00:00,1,1,1,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2022-bhr-139703df6539-01,adj-f0d0f579c2d29f95,incident-src-f0d0f579c2d29f95,fia-2022-bhr-139703df6539,2022-bhr,Race,31,18:04,+03:00,2022-03-20T15:04:00+00:00,2022-03-20T15:05:00+00:00,1,1,1,fia_clock_lap_interval,1,True,algorithmic_pending_human_validation
adjudication-seed-fia-2022-bhr-3f720bfded90-01,adj-005169f6535a0e91,incident-src-005169f6535a0e91,fia-2022-bhr-3f720bfded90,2022-bhr,Race,18,18:05,+03:00,2022-03-20T15:05:00+00:00,2022-03-20T15:06:00+00:00,1|2,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2022-can-cf2e6248bf5e-01,adj-ce81011ac9b394b9,incident-src-ce81011ac9b394b9,fia-2022-can-cf2e6248bf5e,2022-can,Race,14,15:39,-04:00,2022-06-19T19:39:00+00:00,2022-06-19T19:40:00+00:00,70,1,70,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2022-esp-9eba7bd2599a-01,adj-b1443a946b9a7bc7,incident-src-b1443a946b9a7bc7,fia-2022-esp-9eba7bd2599a,2022-esp,Race,10,15:43,+02:00,2022-05-22T13:43:00+00:00,2022-05-22T13:44:00+00:00,27,1,27,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2022-fra-21ed142c13a0-01,adj-7d3d410e6a4ba360,incident-src-7d3d410e6a4ba360,fia-2022-fra-21ed142c13a0,2022-fra,Race,24,15:42,+02:00,,,,0,,clock_or_timing_unavailable,,,algorithmic_pending_human_validation
adjudication-seed-fia-2022-fra-5b00af9baee5-01,adj-895a772a98e8bd31,incident-src-895a772a98e8bd31,fia-2022-fra-5b00af9baee5,2022-fra,Race,31,15:04,+02:00,,,,0,,clock_or_timing_unavailable,,,algorithmic_pending_human_validation
adjudication-seed-fia-2022-fra-832a818ac903-01,adj-91bd2176be4c7ceb,incident-group-57d76c19243d2b20,fia-2022-fra-832a818ac903,2022-fra,Race,6,16:06,+02:00,,,,0,,clock_or_timing_unavailable,,,algorithmic_pending_human_validation
adjudication-seed-fia-2022-fra-f29d68ccd9b0-01,adj-285944dc1f5d725d,incident-group-57d76c19243d2b20,fia-2022-fra-f29d68ccd9b0,2022-fra,Race,20,16:08,+02:00,,,,0,,clock_or_timing_unavailable,,,algorithmic_pending_human_validation
adjudication-seed-fia-2022-gbr-81e6a9badf51-01,adj-2f0e84f6cc910eed,incident-src-2f0e84f6cc910eed,fia-2022-gbr-81e6a9badf51,2022-gbr,Race,22,16:13,+01:00,2022-07-03T15:13:00+00:00,2022-07-03T15:14:00+00:00,11,1,11,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2022-hun-12e2b5910b5d-01,adj-c2798a8076b05840,incident-src-c2798a8076b05840,fia-2022-hun-12e2b5910b5d,2022-hun,Race,24,16:43,+02:00,2022-07-31T14:43:00+00:00,2022-07-31T14:44:00+00:00,69,1,69,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2022-hun-3dec8ba58233-01,adj-4a51b4c5ae3b893d,incident-src-4a51b4c5ae3b893d,fia-2022-hun-3dec8ba58233,2022-hun,Race,3,16:10,+02:00,2022-07-31T14:10:00+00:00,2022-07-31T14:11:00+00:00,47,1,47,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2022-ita-cd52e475af6e-01,adj-fddccc34ecc40f6c,incident-src-fddccc34ecc40f6c,fia-2022-ita-cd52e475af6e,2022-ita,Race,20,15:03,+02:00,2022-09-11T13:03:00+00:00,2022-09-11T13:04:00+00:00,1,1,1,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2022-jpn-786e23bdcd54-01,adj-b8d4324786805037,incident-src-b8d4324786805037,fia-2022-jpn-786e23bdcd54,2022-jpn,Race,16,17:05,+09:00,2022-10-09T08:05:00+00:00,2022-10-09T08:06:00+00:00,28,1,28,fia_clock_lap_interval,,,algorithmic_pending_human_validation
adjudication-seed-fia-2022-mco-97b07e9513b1-01,adj-c7417e575dc4ccd4,incident-src-c7417e575dc4ccd4,fia-2022-mco-97b07e9513b1,2022-mco,Race,31,16:34,+02:00,2022-05-29T14:34:00+00:00,2022-05-29T14:35:00+00:00,17|18,2,,fia_clock_lap_interval,,,algorithmic_pending_human_validation
