adjudication_instance_id,adjudication_id,incident_id,document_id,event_id,session_type,incident_family,accused_driver_number,affected_driver_numbers,location_model_reviewed,lap_model_reviewed,incident_lap_candidate,incident_lap_basis,incident_lap_window_min,incident_lap_window_max,possible_accused_laps,clock_lower_utc,clock_upper_utc,clock_mapping_basis,referral_episode_id,referral_link_status,referral_link_score,message_lap_upper_bound,message_lap_last,race_control_process_statuses,race_control_messages_json,first_lap_candidate,wet_track_candidate,safety_car_restart_candidate,attacker_line_candidate,overlap_candidate,corner_phase_candidate,control_error_candidate,context_evidence_json,context_review_status,timing_review_status,context_reviewer_id,context_reviewed_at,context_review_notes,guideline_regime,outcome_family,penalty_seconds,penalty_points,grid_places,fault_language,match_incident_key,sanction_outcome,fault_conditioned_group_size,conditional_analysis_status
adjudication-seed-fia-2019-sgp-6db2310a0bec-01,adj-46676d59c4b4733c,incident-group-3e6d04cc117846eb,fia-2019-sgp-6db2310a0bec,2019-sgp,Race,causing_collision,8,63,Turn 8,,35,fia_incident_clock_single_lap_interval,35,35,35,2019-09-22T13:17:00+00:00,2019-09-22T13:18:00+00:00,fia_clock_lap_interval,referral-5fdbc018f02e34db,candidate_pending_review,10.0,41.0,43.0,noted|investigation|post_session_investigation,"[""TURN 8 INCIDENT INVOLVING CARS 8 (GRO) AND 63 (RUS) NOTED"", ""TURN 8 INCIDENT INVOLVING CARS 8 (GRO) AND 63 (RUS) UNDER INVESTIGATION"", ""TURN 8 INCIDENT INVOLVING CARS 8 (GRO) AND 63 (RUS) WILL BE INVESTIGATED AFTER THE RACE""]",False,False,False,ambiguous_both_lines_mentioned,alongside,apex,False,"{""attacker_line"": [""Through the apex of Turn 8, Grosjean remained alongside, but as Russell had the inside line he was able to start pulling ahead."", ""As the drivers exited Turn 7 Grosjean got a run on Russell on the outside of Turn 8.""], ""corner_phase"": [""Through the apex of Turn 8, Grosjean remained alongside, but as Russell had the inside line he was able to start pulling ahead.""], ""overlap"": [""Grosjean was fully alongside Russell at the entry to Turn 8 with the cars wheel to wheel."", ""Through the apex of Turn 8, Grosjean remained alongside, but as Russell had the inside line he was able to start pulling ahead.""]}",machine_extracted_pending_human_review,pending_human_review,,,,pre_driving_guidelines,no_further_action,,,,shared_fault,referral-5fdbc018f02e34db,False,8,descriptive_pending_human_review
adjudication-seed-fia-2020-aut-61b974e38056-01,adj-f6450ff6c230f5e0,incident-src-f6450ff6c230f5e0,fia-2020-aut-61b974e38056,2020-aut,Race,causing_collision,44,23,Turn 4,,,unresolved,60,61,60|61,2020-07-05T14:31:00+00:00,2020-07-05T14:32:00+00:00,fia_clock_lap_interval,referral-4f2acd9877c92ee0,high_confidence_algorithmic,15.0,62.0,66.0,noted|investigation|sanction_announced,"[""TURN 4 INCIDENT INVOLVING CARS 44 (HAM) AND 23 (ALB) NOTED"", ""TURN 4 INCIDENT INVOLVING CARS 23 (ALB) AND 44 (HAM) UNDER INVESTIGATION - CAUSING A COLLISION"", ""5 SECOND TIME PENALTY FOR CAR 44 (HAM) - CAUSING A COLLISION""]",False,False,False,unknown,alongside,apex,False,"{""corner_phase"": [""The Stewards reviewed video evidence showing that cars 23 and 44 were side by side approaching the apex of turn 4.""], ""overlap"": [""The Stewards reviewed video evidence showing that cars 23 and 44 were side by side approaching the apex of turn 4."", ""They negotiated the turn side by side, but car 23 had a better exit and was in the process of passing car 44.""]}",machine_extracted_pending_human_review,pending_human_review,,,,pre_driving_guidelines,time_penalty,5,2,,predominantly_to_blame,referral-4f2acd9877c92ee0,True,15,descriptive_pending_human_review
adjudication-seed-fia-2020-bhr-5b520e69cfdd-01,adj-f43e6ce41cf9c965,incident-src-f43e6ce41cf9c965,fia-2020-bhr-5b520e69cfdd,2020-bhr,Race,causing_collision,26,18,Turn 8,,3,fia_incident_clock_single_lap_interval,3,3,3,2020-11-29T15:40:00+00:00,2020-11-29T15:41:00+00:00,fia_clock_lap_interval,referral-c369b6c3f1ce4353,high_confidence_algorithmic,14.0,10.0,13.0,investigation|sanction_announced,"[""TURN 8 INCIDENT INVOLVING CARS 26 (KVY) AND 16 (LEC) UNDER INVESTIGATION - CAUSING A COLLISION"", ""CORRECTION: TURN 8 INCIDENT INVOLVING CARS 26 (KVY) AND 18 (STR) UNDER INVESTIGATION - CAUSING A COLLISION"", ""10 SECOND TIME PENALTY FOR CAR 26 (KVY) - CAUSING A COLLISION""]",False,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,,pre_driving_guidelines,time_penalty,10,2,,wholly_to_blame,referral-c369b6c3f1ce4353,True,17,descriptive_pending_human_review
adjudication-seed-fia-2020-gbr-319c8c2d52b9-01,adj-fcd4a7df5c2a7599,incident-src-fcd4a7df5c2a7599,fia-2020-gbr-319c8c2d52b9,2020-gbr,Race,causing_collision,23,20,Turn 18,,,unresolved,1,2,1|2,2020-08-02T13:15:00+00:00,2020-08-02T13:16:00+00:00,fia_clock_lap_interval,referral-24694eab8506551b,high_confidence_algorithmic,13.0,7.0,7.0,investigation,"[""TURN 18 INCIDENT INVOLVING CARS 23 (ALB) AND 20 (MAG) UNDER INVESTIGATION - CAUSING A COLLISION""]",False,False,False,inside,unknown,unknown,False,"{""attacker_line"": [""While Albon appeared to be the faster car the Stewards determined that he attempted the pass too late and the gap on the inside of Car 20 was always going to diminish.""]}",machine_extracted_pending_human_review,pending_human_review,,,,pre_driving_guidelines,time_penalty,5,2,,predominantly_to_blame,referral-24694eab8506551b,True,15,descriptive_pending_human_review
adjudication-seed-fia-2020-por-69db98466a96-01,adj-51812139587add7e,incident-src-51812139587add7e,fia-2020-por-69db98466a96,2020-por,Race,causing_collision,18,4,Turn 1,,,unresolved,17,18,17|18,2020-10-25T13:37:00+00:00,2020-10-25T13:38:00+00:00,fia_clock_lap_interval,referral-a82360ea8c04197a,high_confidence_algorithmic,15.0,19.0,24.0,noted|investigation|sanction_announced,"[""TURN 1 INCIDENT INVOLVING CARS 4 (NOR) AND 18 (STR) NOTED"", ""TURN 1 INCIDENT INVOLVING CARS 4 (NOR) AND 18 (STR) UNDER INVESTIGATION - CAUSING A COLLISION"", ""5 SECOND TIME PENALTY FOR CAR 18 (STR) - CAUSING A COLLISION""]",False,False,False,inside,alongside,apex,False,"{""attacker_line"": [""Norris moved as far to the apex as he could just avoiding the aggressive sausage curb on the inside, and thus did everything he could to avoid the collision.""], ""corner_phase"": [""He then drove straight towards the apex of turn 1 while Norris was still partially alongside."", ""Norris moved as far to the apex as he could just avoiding the aggressive sausage curb on the inside, and thus did everything he could to avoid the collision.""], ""overlap"": [""He then drove straight towards the apex of turn 1 while Norris was still partially alongside.""]}",machine_extracted_pending_human_review,pending_human_review,,,,pre_driving_guidelines,time_penalty,5,2,,predominantly_to_blame,referral-a82360ea8c04197a,True,15,descriptive_pending_human_review
adjudication-seed-fia-2021-bhr-4c375a5d45e3-01,adj-fee2caa67a10b6f2,incident-src-fee2caa67a10b6f2,fia-2021-bhr-4c375a5d45e3,2021-bhr,Race,causing_collision,5,31,Turn 1,,,unresolved,43,44,43|44,2021-03-28T16:20:00+00:00,2021-03-28T16:21:00+00:00,fia_clock_lap_interval,referral-d4f11c9cc5b2c052,high_confidence_algorithmic,15.0,45.0,51.0,noted|investigation|sanction_announced,"[""TURN 1 INCIDENT INVOLVING CARS 5 (VET) AND 31 (OCO) NOTED"", ""TURN 1 INCIDENT INVOLVING CARS 5 (VET) AND 31 (OCO) UNDER INVESTIGATION - CAUSING A COLLISION"", ""10 SECOND TIME PENALTY FOR CAR 5 (VET) - CAUSING A COLLISION""]",False,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,,pre_driving_guidelines,time_penalty,10,2,,wholly_to_blame,referral-d4f11c9cc5b2c052,True,17,descriptive_pending_human_review
adjudication-seed-fia-2021-gbr-2edd347d5de5-01,adj-a02457481a461185,incident-src-a02457481a461185,fia-2021-gbr-2edd347d5de5,2021-gbr,Race,causing_collision,44,33,Turn 9,,1,fia_incident_clock_single_lap_interval,1,1,1,2021-07-18T14:04:00+00:00,2021-07-18T14:05:00+00:00,fia_clock_lap_interval,referral-a520c9f861b21016,high_confidence_algorithmic,13.0,3.0,3.0,investigation,"[""TURN 9 INCIDENT INVOLVING CARS 33 (VER) AND 44 (HAM) UNDER INVESTIGATION - CAUSING A COLLISION""]",True,False,False,inside,unknown,apex,False,"{""attacker_line"": [""Cars 33 and 44 entered turn 9 with Car 33 in the lead and Car 44 slightly behind and on the inside.""], ""corner_phase"": [""Car 44 was on a line that did not reach the apex of the corner, with room available to the inside.""]}",machine_extracted_pending_human_review,pending_human_review,,,,pre_driving_guidelines,time_penalty,10,2,,predominantly_to_blame,referral-a520c9f861b21016,True,15,descriptive_pending_human_review
adjudication-seed-fia-2021-gbr-74d32cf58767-01,adj-ef78b859db624c3b,incident-src-ef78b859db624c3b,fia-2021-gbr-74d32cf58767,2021-gbr,Race,forcing_off_track,11,7,Turn 17,,,unresolved,46,47,46|47,2021-07-18T15:53:00+00:00,2021-07-18T15:54:00+00:00,fia_clock_lap_interval,referral-2073a53f009396fd,candidate_pending_review,10.0,49.0,49.0,noted|post_session_investigation,"[""TURN 17 INCIDENT INVOLVING CARS 7 (RAI) AND 11 (PER) NOTED"", ""TURN 17 INCIDENT INVOLVING CARS 7 (RAI) AND 11 (PER) WILL BE INVESTIGATED AFTER THE RACE""]",False,False,False,inside,alongside,unknown,False,"{""attacker_line"": [""Cars 7 and 11 went through turn 16 almost side by side, with Car 11 slightly in front on the inside of the left hand turn.""], ""overlap"": [""Cars 7 and 11 went through turn 16 almost side by side, with Car 11 slightly in front on the inside of the left hand turn.""]}",machine_extracted_pending_human_review,pending_human_review,,,,pre_driving_guidelines,no_further_action,,,,predominantly_to_blame,referral-2073a53f009396fd,False,1,descriptive_pending_human_review
adjudication-seed-fia-2021-hun-06f5959922b8-01,adj-9cf492ef26deae16,incident-src-9cf492ef26deae16,fia-2021-hun-06f5959922b8,2021-hun,Race,causing_collision,77,4,Turn 1,,1,fia_incident_clock_single_lap_interval,1,1,1,2021-08-01T13:03:00+00:00,2021-08-01T13:04:00+00:00,fia_clock_lap_interval,,unmatched,,,,,,True,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,,pre_driving_guidelines,grid_penalty,,2,5,wholly_to_blame,incident-src-9cf492ef26deae16,True,17,descriptive_pending_human_review
adjudication-seed-fia-2021-hun-62b291657006-01,adj-3bb833a815e06668,incident-src-3bb833a815e06668,fia-2021-hun-62b291657006,2021-hun,Race,causing_collision,18,16,Turn 1,,1,fia_incident_clock_single_lap_interval,1,1,1,2021-08-01T13:03:00+00:00,2021-08-01T13:04:00+00:00,fia_clock_lap_interval,,unmatched,,,,,,True,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,,pre_driving_guidelines,grid_penalty,,2,5,wholly_to_blame,incident-src-3bb833a815e06668,True,17,descriptive_pending_human_review
adjudication-seed-fia-2021-ita-92b2944f6398-01,adj-23f9ed84ba3379b7,incident-src-23f9ed84ba3379b7,fia-2021-ita-92b2944f6398,2021-ita,Race,causing_collision,9,47,Turn 4,,,unresolved,,,,2021-09-12T15:01:00+00:00,2021-09-12T15:02:00+00:00,fia_clock_unmatched_to_lap_interval,referral-e9405598e687c390,high_confidence_algorithmic,15.0,33.0,39.0,noted|sanction_announced,"[""TURN 4 INCIDENT INVOLVING CARS 47 (MSC) AND 9 (MAZ) NOTED"", ""5 SECOND TIME PENALTY FOR CAR 9 (MAZ) - CAUSING A COLLISION AT TURN 4""]",False,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,,pre_driving_guidelines,time_penalty,5,1,,predominantly_to_blame,referral-e9405598e687c390,True,15,descriptive_pending_human_review
adjudication-seed-fia-2021-ita-d726c5d4355d-01,adj-1b5a174b1f09dff2,incident-src-1b5a174b1f09dff2,fia-2021-ita-d726c5d4355d,2021-ita,Race,causing_collision,33,44,"Turns 2, 1",,,unresolved,,,,2021-09-12T14:10:00+00:00,2021-09-12T14:11:00+00:00,fia_clock_unmatched_to_lap_interval,referral-904ab9a268567059,ambiguous_pending_review,8.0,5.0,5.0,no_investigation,"[""TURN 4 INCIDENT INVOLVING CARS 44 (HAM) AND 33 (VER) - NO INVESTIGATION NECESSARY""]",False,False,False,unknown,alongside,apex,False,"{""corner_phase"": [""During the hearing the driver of Car 33 asserted that the cause of the incident was the driver of Car 44 opening the steering after Turn 1 and “squeezing” him to the apex of turn 2.""], ""overlap"": [""Car 33 braked late and started to move alongside Car 44, although at no point in the sequence does Car 33 get any further forward than just behind the front wheel of Car 44."", ""But further, the Stewards observed that Car 33 was not at all alongside Car 44 until significantly into the entry into Turn 1.""]}",machine_extracted_pending_human_review,pending_human_review,,,,pre_driving_guidelines,grid_penalty,,2,3,predominantly_to_blame,incident-src-1b5a174b1f09dff2,True,15,descriptive_pending_human_review
adjudication-seed-fia-2021-rus-cc74bb905576-01,adj-a2fb74b22534188a,incident-src-a2fb74b22534188a,fia-2021-rus-cc74bb905576,2021-rus,Race,causing_collision,18,10,Turn 8,,48,fia_incident_clock_single_lap_interval,48,48,48,2021-09-26T13:25:00+00:00,2021-09-26T13:26:00+00:00,fia_clock_lap_interval,referral-fda2f5daee08c946,candidate_pending_review,8.0,51.0,53.0,noted|post_session_investigation,"[""TURN 9 INCIDENT INVOLVING CARS 18 (STR) AND 10 (GAS) NOTED"", ""TURN 9 INCIDENT INVOLVING CARS 18 (STR) AND 10 (GAS) - WILL BE INVESTIGATED AFTER THE RACE""]",False,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,,pre_driving_guidelines,time_penalty,10,2,,wholly_to_blame,referral-fda2f5daee08c946,True,17,descriptive_pending_human_review
adjudication-seed-fia-2021-sau-0959688f5106-01,adj-02b95aa6fb08b86f,incident-src-02b95aa6fb08b86f,fia-2021-sau-0959688f5106,2021-sau,Race,causing_collision,33,44,"Turns 26, 21",,37,fia_incident_clock_single_lap_interval,37,37,37,2021-12-05T19:19:00+00:00,2021-12-05T19:20:00+00:00,fia_clock_lap_interval,referral-13b3580c6c66bbf1,ambiguous_pending_review,8.0,38.0,38.0,noted|investigation,"[""TURN 25 INCIDENT INVOLVING CARS 44 (HAM) AND 33 (VER) NOTED"", ""TURN 25 INCIDENT INVOLVING CARS 44 (HAM) AND 33 (VER) UNDER INVESTIGATION""]",False,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,,pre_driving_guidelines,time_penalty,10,2,,predominantly_to_blame,incident-src-02b95aa6fb08b86f,True,15,descriptive_pending_human_review
adjudication-seed-fia-2021-tur-8316f5ba45fb-01,adj-2c5dc6cc5a2cbef7,incident-src-2c5dc6cc5a2cbef7,fia-2021-tur-8316f5ba45fb,2021-tur,Race,causing_collision,14,47,Turn 4,2,2,model_reviewed_source_or_timing,1,2,1|2,2021-10-10T12:05:00+00:00,2021-10-10T12:06:00+00:00,fia_clock_lap_interval,referral-96e6a1e44b22f837,high_confidence_algorithmic,13.0,3.0,6.0,noted|investigation,"[""TURN 4 INCIDENT INVOLVING CAR 47 (MSC) NOTED "", ""TURN 4 INCIDENT INVOLVING CARS 14 (ALO) AND 47 (MSC) NOTED"", ""TURN 4 INCIDENT INVOLVING CARS 14 (ALO) AND 47 (MSC) UNDER INVESTIGATION - CAUSING A COLLISION""]",False,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,,pre_driving_guidelines,time_penalty,5,2,,predominantly_to_blame,referral-96e6a1e44b22f837,True,15,descriptive_pending_human_review
adjudication-seed-fia-2021-tur-93d16b7d94df-01,adj-b778b990971d2a47,incident-src-b778b990971d2a47,fia-2021-tur-93d16b7d94df,2021-tur,Race,causing_collision,10,14,Turn 1,1,1,model_reviewed_source_or_timing,1,1,1,2021-10-10T12:03:00+00:00,2021-10-10T12:04:00+00:00,fia_clock_lap_interval,referral-a7d53580889c5904,high_confidence_algorithmic,15.0,4.0,9.0,investigation|sanction_announced,"[""TURN 1 INCIDENT INVOLVING CARS 14 (ALO) AND 10 (GAS) UNDER INVESTIGATION - CAUSING A COLLISION"", ""5 SECOND TIME PENALTY FOR CAR 10 (GAS) - CAUSING A COLLISION"", ""5 SECOND TIME PENALTY FOR CAR 14 (ALO) - CAUSING A COLLISION""]",True,False,False,ambiguous_both_lines_mentioned,unknown,unknown,False,"{""attacker_line"": [""GAS tried to negotiate T1 with PER on the inside and car 14 (ALO) on the outside."", ""GAS tried to negotiate T1 with PER on the inside and car 14 (ALO) on the outside."", ""The Stewards determine that GAS was wholly at fault for the collision, as he did not leave enough space for ALO on the outside.""], ""first_lap"": [""The Stewards reviewed the video evidence and determined that GAS caused a collision with Car 14 (ALO) during Lap 1."", ""It should also be pointed out that the Stewards do not consider this incident as an unavoidable Lap 1 Turn 1 contact between two cars, as GAS was not sandwiched between two cars when he touched ALO’s car.""]}",machine_extracted_pending_human_review,pending_human_review,,,,pre_driving_guidelines,time_penalty,5,2,,wholly_to_blame,referral-a7d53580889c5904,True,17,descriptive_pending_human_review
adjudication-seed-fia-2022-abu-6afd5d82f378-01,adj-5c847c13b64952f6,incident-src-5c847c13b64952f6,fia-2022-abu-6afd5d82f378,2022-abu,Race,causing_collision,47,6,Turn 5,,38,fia_incident_clock_single_lap_interval,38,38,38,2022-11-20T14:01:00+00:00,2022-11-20T14:02:00+00:00,fia_clock_lap_interval,referral-92a69d6732b75346,high_confidence_algorithmic,15.0,39.0,41.0,noted|investigation|sanction_announced,"[""TURN 5 INCIDENT INVOLVING CARS 47 (MSC) AND 6 (LAT) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 5 INCIDENT INVOLVING CARS 47 (MSC) AND 6 (LAT) UNDER INVESTIGATION - CAUSING A COLLISION"", ""FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 47 (MSC) - CAUSING A COLLISION""]",False,False,False,unknown,unknown,unknown,False,{},machine_extracted_pending_human_review,pending_human_review,,,,internal_driving_guidelines,time_penalty,5,2,,wholly_to_blame,referral-92a69d6732b75346,True,14,descriptive_pending_human_review
adjudication-seed-fia-2022-aut-0b612be0b626-01,adj-ea983bef6c710033,incident-src-ea983bef6c710033,fia-2022-aut-0b612be0b626,2022-aut,Race,causing_collision,10,5,Turn 4,,,unresolved,38,39,38|39,2022-07-10T13:49:00+00:00,2022-07-10T13:50:00+00:00,fia_clock_lap_interval,referral-9d27e9541cb8b209,high_confidence_algorithmic,15.0,42.0,42.0,noted|investigation|sanction_announced,"[""TURN 4 INCIDENT INVOLVING CARS 5 (VET) AND 10 (GAS) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 4 INCIDENT INVOLVING CARS 5 (VET) AND 10 (GAS) UNDER INVESTIGATION - CAUSING A COLLISION"", ""FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 10 (GAS) - CAUSING A COLLISION""]",False,False,False,outside,alongside,apex,False,"{""attacker_line"": [""The Stewards reviewed the video evidence and determined that Car 5 was at least fully alongside throughout his attempt to pass on the outside of car 10 at turn 4 and gave car 10 sufficient room at the apex.""], ""corner_phase"": [""The Stewards reviewed the video evidence and determined that Car 5 was at least fully alongside throughout his attempt to pass on the outside of car 10 at turn 4 and gave car 10 sufficient room at the apex.""], ""overlap"": [""The Stewards reviewed the video evidence and determined that Car 5 was at least fully alongside throughout his attempt to pass on the outside of car 10 at turn 4 and gave car 10 sufficient room at the apex.""]}",machine_extracted_pending_human_review,pending_human_review,,,,internal_driving_guidelines,time_penalty,5,2,,wholly_to_blame,referral-9d27e9541cb8b209,True,14,descriptive_pending_human_review
adjudication-seed-fia-2022-aut-116bb7866055-01,adj-4336ab73c4471912,incident-src-4336ab73c4471912,fia-2022-aut-116bb7866055,2022-aut,Race,causing_collision,63,11,Turn 4,,1,fia_incident_clock_single_lap_interval,1,1,1,2022-07-10T13:03:00+00:00,2022-07-10T13:04:00+00:00,fia_clock_lap_interval,referral-e53b9398877a9d1c,high_confidence_algorithmic,15.0,3.0,10.0,noted|sanction_announced,"[""TURN 4 INCIDENT INVOLVING CARS 63 (RUS) AND 11 (PER) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 63 (RUS) - CAUSING A COLLISION""]",True,False,False,outside,alongside,apex,False,"{""attacker_line"": [""Car 11 was passing on the outside at turn 4, was at least fully alongside at the entry of the turn and all the way through the manoeuvre, including at the apex of the corner and left sufficient room for car 63, which ultimately struck car 11.""], ""corner_phase"": [""Car 11 was passing on the outside at turn 4, was at least fully alongside at the entry of the turn and all the way through the manoeuvre, including at the apex of the corner and left sufficient room for car 63, which ultimately struck car 11.""], ""first_lap"": [""This was not considered as a “first lap incident” as this was a battle between the two cars and was not affected by the pack of cars as can happen during the first lap.""], ""overlap"": [""Car 11 was passing on the outside at turn 4, was at least fully alongside at the entry of the turn and all the way through the manoeuvre, including at the apex of the corner and left sufficient room for car 63, which ultimately struck car 11.""]}",machine_extracted_pending_human_review,pending_human_review,,,,internal_driving_guidelines,time_penalty,5,2,,wholly_to_blame,referral-e53b9398877a9d1c,True,14,descriptive_pending_human_review
adjudication-seed-fia-2022-fra-21ed142c13a0-01,adj-7d3d410e6a4ba360,incident-src-7d3d410e6a4ba360,fia-2022-fra-21ed142c13a0,2022-fra,Race,causing_collision,24,47,Turn 11,,,unresolved,,,,,,clock_or_timing_unavailable,referral-be7b03c7781d735e,high_confidence_algorithmic,15.0,24.0,26.0,noted|investigation|sanction_announced,"[""TURN 11 INCIDENT INVOLVING CARS 47 (MSC) AND 24 (ZHO) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 11 INCIDENT INVOLVING CARS 47 (MSC) AND 24 (ZHO) UNDER INVESTIGATION - CAUSING A COLLISION"", ""FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 24 (ZHO) - CAUSING A COLLISION""]",False,False,False,outside,unknown,apex,True,"{""attacker_line"": [""At the apex of T11 ZHO lost control of the rear of the car when MSC was on the outside and made contact with MSC, causing MSC to spin.""], ""control_error"": [""At the apex of T11 ZHO lost control of the rear of the car when MSC was on the outside and made contact with MSC, causing MSC to spin.""], ""corner_phase"": [""At the apex of T11 ZHO lost control of the rear of the car when MSC was on the outside and made contact with MSC, causing MSC to spin.""]}",machine_extracted_pending_human_review,pending_human_review,,,,internal_driving_guidelines,time_penalty,5,2,,predominantly_to_blame,referral-be7b03c7781d735e,True,14,descriptive_pending_human_review
adjudication-seed-fia-2022-fra-5b00af9baee5-01,adj-895a772a98e8bd31,incident-src-895a772a98e8bd31,fia-2022-fra-5b00af9baee5,2022-fra,Race,causing_collision,31,22,Turn 8,,,unresolved,,,,,,clock_or_timing_unavailable,referral-835ba4919b26bf62,high_confidence_algorithmic,15.0,2.0,4.0,noted|investigation|sanction_announced,"[""TURN 8 INCIDENT INVOLVING CARS 22 (TSU) AND 31 (OCO) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 8 INCIDENT INVOLVING CARS 22 (TSU) AND 31 (OCO) UNDER INVESTIGATION - CAUSING A COLLISION"", ""FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 31 (OCO) - CAUSING A COLLISION""]",False,False,False,unknown,unknown,unknown,True,"{""control_error"": [""He lost control of the rear of the car and collided with TSU, who had left enough space for an overtaking manoeuvre by OCO.""]}",machine_extracted_pending_human_review,pending_human_review,,,,internal_driving_guidelines,time_penalty,5,2,,predominantly_to_blame,referral-835ba4919b26bf62,True,14,descriptive_pending_human_review
adjudication-seed-fia-2022-fra-832a818ac903-01,adj-91bd2176be4c7ceb,incident-group-57d76c19243d2b20,fia-2022-fra-832a818ac903,2022-fra,Race,causing_collision,6,20,Turn 2,,,unresolved,,,,,,clock_or_timing_unavailable,referral-77de8f515baa8b7e,candidate_pending_review,12.0,39.0,42.0,noted|investigation|post_session_investigation,"[""TURN 2 INCIDENT INVOLVING CARS 6 (LAT) AND 47 (MSC) NOTED - CAUSING A COLLISION"", ""CORRECTION: TURN 2 INCIDENT INVOLVING CARS 6 (LAT) AND 20 (MAG) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 2 INCIDENT INVOLVING CARS 6 (LAT) AND 20 (MAG) UNDER INVESTIGATION - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 2 INCIDENT INVOLVING CARS 6 (LAT) AND 20 (MAG) WILL BE INVESTIGATED AFTER THE RACE - CAUSING A COLLISION""]",False,False,False,ambiguous_both_lines_mentioned,unknown,apex,False,"{""attacker_line"": [""LAT overtook MAG on the inside of turn 1 and was slightly ahead of MAG at the apex of turn 2 on the outside."", ""LAT could have left more room for MAG on the inside of turn 2 but MAG must have known that LAT was on the outside and could have taken a tighter line through turn 2 or yielded to LAT."", ""LAT overtook MAG on the inside of turn 1 and was slightly ahead of MAG at the apex of turn 2 on the outside."", ""LAT could have left more room for MAG on the inside of turn 2 but MAG must have known that LAT was on the outside and could have taken a tighter line through turn 2 or yielded to LAT.""], ""corner_phase"": [""LAT overtook MAG on the inside of turn 1 and was slightly ahead of MAG at the apex of turn 2 on the outside."", ""Contact occurred between MAG and LAT just after the apex of turn 2.""]}",machine_extracted_pending_human_review,pending_human_review,,,,internal_driving_guidelines,no_further_action,,,,shared_fault,referral-77de8f515baa8b7e,False,4,descriptive_pending_human_review
adjudication-seed-fia-2022-fra-f29d68ccd9b0-01,adj-285944dc1f5d725d,incident-group-57d76c19243d2b20,fia-2022-fra-f29d68ccd9b0,2022-fra,Race,causing_collision,20,6,Turn 2,,,unresolved,,,,,,clock_or_timing_unavailable,referral-77de8f515baa8b7e,candidate_pending_review,12.0,39.0,42.0,noted|investigation|post_session_investigation,"[""TURN 2 INCIDENT INVOLVING CARS 6 (LAT) AND 47 (MSC) NOTED - CAUSING A COLLISION"", ""CORRECTION: TURN 2 INCIDENT INVOLVING CARS 6 (LAT) AND 20 (MAG) NOTED - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 2 INCIDENT INVOLVING CARS 6 (LAT) AND 20 (MAG) UNDER INVESTIGATION - CAUSING A COLLISION"", ""FIA STEWARDS: TURN 2 INCIDENT INVOLVING CARS 6 (LAT) AND 20 (MAG) WILL BE INVESTIGATED AFTER THE RACE - CAUSING A COLLISION""]",False,False,False,ambiguous_both_lines_mentioned,unknown,apex,False,"{""attacker_line"": [""LAT overtook MAG on the inside of turn 1 and was slightly ahead of MAG at the apex of turn 2 on the outside."", ""LAT could have left more room for MAG on the inside of turn 2 but MAG must have known that LAT was on the outside and could have taken a tighter line through turn 2 or yielded to LAT."", ""LAT overtook MAG on the inside of turn 1 and was slightly ahead of MAG at the apex of turn 2 on the outside."", ""LAT could have left more room for MAG on the inside of turn 2 but MAG must have known that LAT was on the outside and could have taken a tighter line through turn 2 or yielded to LAT.""], ""corner_phase"": [""LAT overtook MAG on the inside of turn 1 and was slightly ahead of MAG at the apex of turn 2 on the outside."", ""Contact occurred between MAG and LAT just after the apex of turn 2.""]}",machine_extracted_pending_human_review,pending_human_review,,,,internal_driving_guidelines,no_further_action,,,,shared_fault,referral-77de8f515baa8b7e,False,4,descriptive_pending_human_review
