adjudication_instance_id,adjudication_id_final,incident_id_final,document_id,event_id,season,session_type_final,incident_family_final,accused_driver_number_final,affected_driver_numbers_final,fault_language_final,outcome_family_final,penalty_seconds_final,penalty_points_final,grid_places_final,guideline_regime,review_status,incident_lap_candidate,incident_lap_basis,first_lap_candidate,wet_track_candidate,safety_car_restart_candidate,attacker_line_candidate,overlap_candidate,corner_phase_candidate,control_error_candidate,context_review_status,sanction_outcome,fault_established_model_review,conduct_release_status
adjudication-seed-fia-2019-bra-810d6e70c069-01,adj-7a979b9c5e405e83,incident-src-7a979b9c5e405e83,fia-2019-bra-810d6e70c069,2019-bra,2019,Race,causing_collision,44,23,no_conclusion,time_penalty,5,2,,pre_driving_guidelines,model_reviewed_corrected,70,fia_incident_clock_single_lap_interval,False,False,False,inside,unknown,unknown,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2019-bra-b956905dbc4f-01,adj-75ad7140f56a82b0,incident-src-75ad7140f56a82b0,fia-2019-bra-b956905dbc4f,2019-bra,2019,Race,causing_collision,3,20,predominantly_to_blame,time_penalty,5,2,,pre_driving_guidelines,model_reviewed_agree,8,fia_incident_clock_single_lap_interval,False,False,False,unknown,unknown,apex,False,machine_extracted_pending_human_review,True,True,descriptive_model_review_pending_human
adjudication-seed-fia-2019-can-dceb9101c747-01,adj-5a2a22f5fc1a849d,incident-src-5a2a22f5fc1a849d,fia-2019-can-dceb9101c747,2019-can,2019,Race,unsafe_rejoin,5,44,no_conclusion,time_penalty,5,2,,pre_driving_guidelines,model_reviewed_corrected,,unresolved,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2019-chn-50a2b4dfbc09-01,adj-fb33cf1dee9a141c,incident-src-fb33cf1dee9a141c,fia-2019-chn-50a2b4dfbc09,2019-chn,2019,Race,causing_collision,26,,wholly_to_blame,drive_through,,2,,pre_driving_guidelines,model_reviewed_agree,1,fia_incident_clock_single_lap_interval,True,False,False,unknown,unknown,unknown,True,machine_extracted_pending_human_review,True,True,descriptive_model_review_pending_human
adjudication-seed-fia-2019-deu-439337838994-01,adj-f35eb28ba1d26794,incident-src-f35eb28ba1d26794,fia-2019-deu-439337838994,2019-deu,2019,Race,causing_collision,10,23,no_conclusion,no_further_action,,,,pre_driving_guidelines,model_reviewed_agree,62,fia_incident_clock_single_lap_interval,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,False,False,descriptive_model_review_pending_human
adjudication-seed-fia-2019-esp-1de5310a284d-01,adj-93a2deb70e9576d9,incident-src-93a2deb70e9576d9,fia-2019-esp-1de5310a284d,2019-esp,2019,Race,causing_collision,18,4,no_conclusion,no_further_action,,,,pre_driving_guidelines,model_reviewed_corrected,,unresolved,False,False,False,outside,alongside,unknown,False,machine_extracted_pending_human_review,False,False,descriptive_model_review_pending_human
adjudication-seed-fia-2019-esp-c8e31ce09c58-01,adj-08067a85a17122aa,incident-src-08067a85a17122aa,fia-2019-esp-c8e31ce09c58,2019-esp,2019,Race,causing_collision,4,18,no_conclusion,no_further_action,,,,pre_driving_guidelines,model_reviewed_corrected,,unresolved,False,False,False,outside,alongside,unknown,False,machine_extracted_pending_human_review,False,False,descriptive_model_review_pending_human
adjudication-seed-fia-2019-fra-457ded17de98-01,adj-ea059e019eeba972,incident-src-ea059e019eeba972,fia-2019-fra-457ded17de98,2019-fra,2019,Race,forcing_off_track,3,4,no_conclusion,time_penalty,5,2,,pre_driving_guidelines,model_reviewed_agree,52,fia_incident_clock_single_lap_interval,False,False,False,outside,unknown,unknown,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2019-fra-a0c241fafdd8-01,adj-d573e773779fee7e,incident-src-d573e773779fee7e,fia-2019-fra-a0c241fafdd8,2019-fra,2019,Race,gaining_advantage_off_track,11,,not_applicable,time_penalty,5,1,,pre_driving_guidelines,model_reviewed_corrected,1,race_control_explicit_lap_high_confidence_link,True,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2019-fra-a2fbe5bfb237-01,adj-9cc41bec5ee322a6,incident-src-9cc41bec5ee322a6,fia-2019-fra-a2fbe5bfb237,2019-fra,2019,Race,gaining_advantage_off_track,3,7,not_applicable,time_penalty,5,1,,pre_driving_guidelines,model_reviewed_corrected,52,fia_incident_clock_single_lap_interval,False,False,False,unknown,alongside,unknown,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2019-gbr-9cce23a29f05-01,adj-4ae27a945be232f3,incident-src-4ae27a945be232f3,fia-2019-gbr-9cce23a29f05,2019-gbr,2019,Race,causing_collision,5,33,wholly_to_blame,time_penalty,10,2,,pre_driving_guidelines,model_reviewed_agree,,unresolved,False,False,False,unknown,unknown,unknown,True,machine_extracted_pending_human_review,True,True,descriptive_model_review_pending_human
adjudication-seed-fia-2019-ita-5d8bd476d009-01,adj-0a2995f1d6aad572,incident-src-0a2995f1d6aad572,fia-2019-ita-5d8bd476d009,2019-ita,2019,Race,causing_collision,5,18,no_conclusion,stop_go,,3,,pre_driving_guidelines,model_reviewed_agree,6,fia_incident_clock_single_lap_interval,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2019-ita-e4746c5c634f-01,adj-c74375d6086c31ed,incident-src-c74375d6086c31ed,fia-2019-ita-e4746c5c634f,2019-ita,2019,Race,gaining_advantage_off_track,23,20,not_applicable,time_penalty,5,1,,pre_driving_guidelines,model_reviewed_corrected,8,fia_incident_clock_single_lap_interval,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2019-ita-ef49a857f7de-01,adj-fce27d672a231903,incident-src-fce27d672a231903,fia-2019-ita-ef49a857f7de,2019-ita,2019,Race,unsafe_rejoin,18,5|10,no_conclusion,drive_through,,2,,pre_driving_guidelines,model_reviewed_corrected,6,fia_incident_clock_single_lap_interval,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2019-jpn-4a022963168d-01,adj-44686757f581c309,incident-group-dee3045f08ed8de7,fia-2019-jpn-4a022963168d,2019-jpn,2019,Race,causing_collision,16,33,predominantly_to_blame,time_penalty,5,2,,pre_driving_guidelines,model_reviewed_agree,1,model_reviewed_source_or_timing,True,False,False,inside,alongside,apex,False,machine_extracted_pending_human_review,True,True,descriptive_model_review_pending_human
adjudication-seed-fia-2019-jpn-8f4df880b95b-01,adj-667d6bb8743116ef,incident-group-9d7ca07e87909a4b,fia-2019-jpn-8f4df880b95b,2019-jpn,2019,Race,causing_collision,10,11,shared_fault,no_further_action,,,,pre_driving_guidelines,model_reviewed_agree,,unresolved,False,False,False,ambiguous_both_lines_mentioned,alongside,apex,False,machine_extracted_pending_human_review,False,True,descriptive_model_review_pending_human
adjudication-seed-fia-2019-jpn-9be40f8bba4d-01,adj-634036e33dc05333,incident-group-dee3045f08ed8de7,fia-2019-jpn-9be40f8bba4d,2019-jpn,2019,Race,causing_collision,33,16,no_conclusion,no_further_action,,,,pre_driving_guidelines,model_reviewed_corrected,1,model_reviewed_source_or_timing,True,False,False,inside,alongside,apex,False,machine_extracted_pending_human_review,False,False,descriptive_model_review_pending_human
adjudication-seed-fia-2019-jpn-ddc6b3eef5b1-01,adj-acc76c36ad0d55b6,incident-group-9d7ca07e87909a4b,fia-2019-jpn-ddc6b3eef5b1,2019-jpn,2019,Race,causing_collision,11,10,shared_fault,no_further_action,,,,pre_driving_guidelines,model_reviewed_agree,,unresolved,False,False,False,ambiguous_both_lines_mentioned,alongside,apex,False,machine_extracted_pending_human_review,False,True,descriptive_model_review_pending_human
adjudication-seed-fia-2019-mco-6d869f39c68e-01,adj-a0cb65d072c5b6a8,incident-src-a0cb65d072c5b6a8,fia-2019-mco-6d869f39c68e,2019-mco,2019,Race,gaining_advantage_off_track,20,11,not_applicable,time_penalty,5,1,,pre_driving_guidelines,model_reviewed_corrected,,unresolved,False,False,False,unknown,alongside,apex,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2019-mco-8441c7d5dbef-01,adj-d5ff9f7e1e5e3e46,incident-src-d5ff9f7e1e5e3e46,fia-2019-mco-8441c7d5dbef,2019-mco,2019,Race,causing_collision,99,88,wholly_to_blame,time_penalty,10,2,,pre_driving_guidelines,model_reviewed_agree,15,fia_incident_clock_single_lap_interval,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,True,True,descriptive_model_review_pending_human
adjudication-seed-fia-2019-mco-93dff725c78b-01,adj-76f534567702afe9,incident-src-76f534567702afe9,fia-2019-mco-93dff725c78b,2019-mco,2019,Race,causing_collision,33,44,no_conclusion,no_further_action,,,,pre_driving_guidelines,model_reviewed_agree,,unresolved,False,False,False,inside,unknown,unknown,False,machine_extracted_pending_human_review,False,False,descriptive_model_review_pending_human
adjudication-seed-fia-2019-mco-b0bed801d3e3-01,adj-1647a94a71c5efa4,incident-src-1647a94a71c5efa4,fia-2019-mco-b0bed801d3e3,2019-mco,2019,Race,gaining_advantage_off_track,18,,not_applicable,time_penalty,5,1,,pre_driving_guidelines,model_reviewed_corrected,,unresolved,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2019-mco-bf9eeec70400-01,adj-675739cef230a725,incident-src-675739cef230a725,fia-2019-mco-bf9eeec70400,2019-mco,2019,Race,causing_collision,44,33,no_conclusion,no_further_action,,,,pre_driving_guidelines,model_reviewed_agree,,unresolved,False,False,False,inside,unknown,unknown,False,machine_extracted_pending_human_review,False,False,descriptive_model_review_pending_human
adjudication-seed-fia-2019-mex-9a84e5496c6b-01,adj-f96f03bc3f42ded4,incident-src-f96f03bc3f42ded4,fia-2019-mex-9a84e5496c6b,2019-mex,2019,Race,causing_collision,26,27,no_conclusion,time_penalty,10,2,,pre_driving_guidelines,model_reviewed_agree,70,fia_incident_clock_single_lap_interval,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2019-sgp-4f116694a24c-01,adj-dc7143e62d2b209e,incident-group-17fe6df1bdd9aad8,fia-2019-sgp-4f116694a24c,2019-sgp,2019,Race,causing_collision,7,26,racing_incident,no_further_action,,,,pre_driving_guidelines,model_reviewed_agree,,unresolved,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,False,False,descriptive_model_review_pending_human
adjudication-seed-fia-2019-sgp-6c9e26d4cab3-01,adj-cde123f133b0c826,incident-group-3e6d04cc117846eb,fia-2019-sgp-6c9e26d4cab3,2019-sgp,2019,Race,causing_collision,63,8,shared_fault,no_further_action,,,,pre_driving_guidelines,model_reviewed_agree,35,fia_incident_clock_single_lap_interval,False,False,False,ambiguous_both_lines_mentioned,alongside,apex,False,machine_extracted_pending_human_review,False,True,descriptive_model_review_pending_human
adjudication-seed-fia-2019-sgp-6db2310a0bec-01,adj-46676d59c4b4733c,incident-group-3e6d04cc117846eb,fia-2019-sgp-6db2310a0bec,2019-sgp,2019,Race,causing_collision,8,63,shared_fault,no_further_action,,,,pre_driving_guidelines,model_reviewed_agree,35,fia_incident_clock_single_lap_interval,False,False,False,ambiguous_both_lines_mentioned,alongside,apex,False,machine_extracted_pending_human_review,False,True,descriptive_model_review_pending_human
adjudication-seed-fia-2019-sgp-ab76599fc615-01,adj-90a21a4d4da139bd,incident-group-17fe6df1bdd9aad8,fia-2019-sgp-ab76599fc615,2019-sgp,2019,Race,causing_collision,26,7,racing_incident,no_further_action,,,,pre_driving_guidelines,model_reviewed_agree,,unresolved,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,False,False,descriptive_model_review_pending_human
adjudication-seed-fia-2019-sgp-d456f4419d4f-01,adj-2863482e9bf6ad20,incident-group-baa04254fb857cd2,fia-2019-sgp-d456f4419d4f,2019-sgp,2019,Race,causing_collision,27,55,racing_incident,no_further_action,,,,pre_driving_guidelines,model_reviewed_agree,1,model_reviewed_source_or_timing,True,False,False,inside,unknown,apex,False,machine_extracted_pending_human_review,False,False,descriptive_model_review_pending_human
adjudication-seed-fia-2019-sgp-e6c461804492-01,adj-a7bd7c94072cc013,incident-group-baa04254fb857cd2,fia-2019-sgp-e6c461804492,2019-sgp,2019,Race,causing_collision,55,27,racing_incident,no_further_action,,,,pre_driving_guidelines,model_reviewed_agree,1,model_reviewed_source_or_timing,True,False,False,inside,unknown,apex,False,machine_extracted_pending_human_review,False,False,descriptive_model_review_pending_human
adjudication-seed-fia-2019-usa-d3bdd32ef24c-01,adj-da2c95f3aa831f34,incident-src-da2c95f3aa831f34,fia-2019-usa-d3bdd32ef24c,2019-usa,2019,Race,causing_collision,26,11,no_conclusion,time_penalty,5,1,,pre_driving_guidelines,model_reviewed_corrected,55,fia_incident_clock_single_lap_interval,False,False,False,unknown,unknown,apex,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2019-usa-e8891601d008-01,adj-8fa5a7f8737d47e9,incident-src-8fa5a7f8737d47e9,fia-2019-usa-e8891601d008,2019-usa,2019,Race,causing_collision,23,55,no_conclusion,no_further_action,,,,pre_driving_guidelines,model_reviewed_agree,1,model_reviewed_source_or_timing,True,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,False,False,descriptive_model_review_pending_human
adjudication-seed-fia-2020-70a-2f908d545c9e-01,adj-70745e64b862fd6a,incident-src-70745e64b862fd6a,fia-2020-70a-2f908d545c9e,2020-70a,2020,Race,unsafe_rejoin,20,6,no_conclusion,time_penalty,5,2,,pre_driving_guidelines,model_reviewed_corrected,,unresolved,False,False,False,inside,unknown,unknown,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2020-aut-61b974e38056-01,adj-f6450ff6c230f5e0,incident-src-f6450ff6c230f5e0,fia-2020-aut-61b974e38056,2020-aut,2020,Race,causing_collision,44,23,predominantly_to_blame,time_penalty,5,2,,pre_driving_guidelines,model_reviewed_agree,,unresolved,False,False,False,unknown,alongside,apex,False,machine_extracted_pending_human_review,True,True,descriptive_model_review_pending_human
adjudication-seed-fia-2020-bhr-5b520e69cfdd-01,adj-f43e6ce41cf9c965,incident-src-f43e6ce41cf9c965,fia-2020-bhr-5b520e69cfdd,2020-bhr,2020,Race,causing_collision,26,18,wholly_to_blame,time_penalty,10,2,,pre_driving_guidelines,model_reviewed_corrected,3,fia_incident_clock_single_lap_interval,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,True,True,descriptive_model_review_pending_human
adjudication-seed-fia-2020-eif-3377de36ccd9-01,adj-cd5bc15f552b8092,incident-src-cd5bc15f552b8092,fia-2020-eif-3377de36ccd9,2020-eif,2020,Race,causing_collision,7,63,no_conclusion,time_penalty,10,2,,pre_driving_guidelines,model_reviewed_corrected,,unresolved,False,False,False,inside,unknown,unknown,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2020-eif-588d347b498e-01,adj-334b6200470cb5bc,incident-src-334b6200470cb5bc,fia-2020-eif-588d347b498e,2020-eif,2020,Race,causing_collision,23,26,no_conclusion,time_penalty,5,2,,pre_driving_guidelines,model_reviewed_corrected,18,fia_incident_clock_single_lap_interval,False,False,False,unknown,unknown,apex,True,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2020-emi-399ca2a328b0-01,adj-1b1da487e3a306a9,incident-src-1b1da487e3a306a9,fia-2020-emi-399ca2a328b0,2020-emi,2020,Race,causing_collision,5,20,no_conclusion,no_further_action,,,,pre_driving_guidelines,model_reviewed_corrected,1,race_control_explicit_lap_high_confidence_link,True,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,False,False,descriptive_model_review_pending_human
adjudication-seed-fia-2020-esp-bc594cf0008c-01,adj-c1cfa4c6f7b7d14c,incident-src-c1cfa4c6f7b7d14c,fia-2020-esp-bc594cf0008c,2020-esp,2020,Race,forcing_off_track,99,8,no_conclusion,no_further_action,,,,pre_driving_guidelines,model_reviewed_agree,60,fia_incident_clock_single_lap_interval,False,False,False,inside,unknown,unknown,False,machine_extracted_pending_human_review,False,False,descriptive_model_review_pending_human
adjudication-seed-fia-2020-gbr-09d0b07d741a-01,adj-e605aead612094fc,incident-src-e605aead612094fc,fia-2020-gbr-09d0b07d741a,2020-gbr,2020,Race,moving_under_braking,8,3,not_applicable,warning,,,,pre_driving_guidelines,model_reviewed_corrected,,unresolved,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,False,False,descriptive_model_review_pending_human
adjudication-seed-fia-2020-gbr-319c8c2d52b9-01,adj-fcd4a7df5c2a7599,incident-src-fcd4a7df5c2a7599,fia-2020-gbr-319c8c2d52b9,2020-gbr,2020,Race,causing_collision,23,20,predominantly_to_blame,time_penalty,5,2,,pre_driving_guidelines,model_reviewed_agree,,unresolved,False,False,False,inside,unknown,unknown,False,machine_extracted_pending_human_review,True,True,descriptive_model_review_pending_human
adjudication-seed-fia-2020-ita-3d5494c6edc8-01,adj-c473006e0e821fa8,incident-src-c473006e0e821fa8,fia-2020-ita-3d5494c6edc8,2020-ita,2020,Race,causing_collision,23,8,no_conclusion,time_penalty,5,2,,pre_driving_guidelines,model_reviewed_corrected,,unresolved,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2020-ita-5e5acd0fdb41-01,adj-0b5349f408329019,incident-src-0b5349f408329019,fia-2020-ita-5e5acd0fdb41,2020-ita,2020,Race,forcing_off_track,33,11,no_conclusion,no_further_action,,,,pre_driving_guidelines,model_reviewed_agree,24,fia_incident_clock_single_lap_interval,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,False,False,descriptive_model_review_pending_human
adjudication-seed-fia-2020-por-69db98466a96-01,adj-51812139587add7e,incident-src-51812139587add7e,fia-2020-por-69db98466a96,2020-por,2020,Race,causing_collision,18,4,predominantly_to_blame,time_penalty,5,2,,pre_driving_guidelines,model_reviewed_agree,,unresolved,False,False,False,inside,alongside,apex,False,machine_extracted_pending_human_review,True,True,descriptive_model_review_pending_human
adjudication-seed-fia-2020-skh-9e2651e5d5ba-01,adj-f1add43ec601d687,incident-src-f1add43ec601d687,fia-2020-skh-9e2651e5d5ba,2020-skh,2020,Race,causing_collision,16,11|33,no_conclusion,grid_penalty,,2,3,pre_driving_guidelines,model_reviewed_corrected,1,fia_incident_clock_single_lap_interval,True,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2020-sty-965461bfbe13-01,adj-e29cbda3e8d0967d,incident-src-e29cbda3e8d0967d,fia-2020-sty-965461bfbe13,2020-sty,2020,Race,forcing_off_track,18,3,no_conclusion,no_further_action,,,,pre_driving_guidelines,model_reviewed_corrected,,unresolved,False,False,False,inside,unknown,apex,False,machine_extracted_pending_human_review,False,False,descriptive_model_review_pending_human
adjudication-seed-fia-2020-tus-3299714baba8-01,adj-ca80459eed6f3310,incident-src-ca80459eed6f3310,fia-2020-tus-3299714baba8,2020-tus,2020,Race,causing_collision,8,10|7|33,no_conclusion,no_further_action,,,,pre_driving_guidelines,model_reviewed_corrected,1,fia_incident_clock_single_lap_interval,True,False,False,unknown,alongside,unknown,False,machine_extracted_pending_human_review,False,False,descriptive_model_review_pending_human
adjudication-seed-fia-2020-tus-65bfe923f953-01,adj-fe001d9ef4550a20,incident-src-fe001d9ef4550a20,fia-2020-tus-65bfe923f953,2020-tus,2020,Race,causing_collision,33,10|8|7,no_conclusion,no_further_action,,,,pre_driving_guidelines,model_reviewed_corrected,1,fia_incident_clock_single_lap_interval,True,False,False,unknown,alongside,unknown,False,machine_extracted_pending_human_review,False,False,descriptive_model_review_pending_human
adjudication-seed-fia-2020-tus-8b2908d46c54-01,adj-3bbbd293cbbdc303,incident-src-3bbbd293cbbdc303,fia-2020-tus-8b2908d46c54,2020-tus,2020,Race,causing_collision,10,8|7|33,no_conclusion,no_further_action,,,,pre_driving_guidelines,model_reviewed_corrected,1,fia_incident_clock_single_lap_interval,True,False,False,unknown,alongside,unknown,False,machine_extracted_pending_human_review,False,False,descriptive_model_review_pending_human
adjudication-seed-fia-2020-tus-8f4aa7153d82-01,adj-d8273ef853fc3e35,incident-src-d8273ef853fc3e35,fia-2020-tus-8f4aa7153d82,2020-tus,2020,Race,causing_collision,7,10|8|33,no_conclusion,no_further_action,,,,pre_driving_guidelines,model_reviewed_corrected,1,fia_incident_clock_single_lap_interval,True,False,False,unknown,alongside,unknown,False,machine_extracted_pending_human_review,False,False,descriptive_model_review_pending_human
adjudication-seed-fia-2021-aut-01e04f2a38ce-01,adj-abdb85bbc64ee3ce,incident-src-abdb85bbc64ee3ce,fia-2021-aut-01e04f2a38ce,2021-aut,2021,Race,forcing_off_track,11,16,no_conclusion,time_penalty,5,2,,pre_driving_guidelines,model_reviewed_corrected,46,fia_incident_clock_single_lap_interval,False,False,False,unknown,alongside,exit,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2021-aut-5bb9fcd0e3b6-01,adj-777fb475fb7ad14e,incident-src-777fb475fb7ad14e,fia-2021-aut-5bb9fcd0e3b6,2021-aut,2021,Race,causing_collision,7,5,no_conclusion,drive_through,,2,,pre_driving_guidelines,model_reviewed_corrected,70,fia_incident_clock_single_lap_interval,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2021-aut-5c20f18ec25e-01,adj-49f9f1c21c411724,incident-src-49f9f1c21c411724,fia-2021-aut-5c20f18ec25e,2021-aut,2021,Race,forcing_off_track,11,16,no_conclusion,time_penalty,5,2,,pre_driving_guidelines,model_reviewed_corrected,40,fia_incident_clock_single_lap_interval,False,False,False,unknown,alongside,exit,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2021-aut-634bfff34401-01,adj-54aa1906bbba2dd4,incident-src-54aa1906bbba2dd4,fia-2021-aut-634bfff34401,2021-aut,2021,Race,moving_under_braking,63,7,not_applicable,no_further_action,,,,pre_driving_guidelines,model_reviewed_corrected,,unresolved,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,False,False,descriptive_model_review_pending_human
adjudication-seed-fia-2021-aut-f412d61f822f-01,adj-1e536209371259a3,incident-src-1e536209371259a3,fia-2021-aut-f412d61f822f,2021-aut,2021,Race,forcing_off_track,4,11,no_conclusion,time_penalty,5,2,,pre_driving_guidelines,model_reviewed_corrected,,unresolved,False,False,False,unknown,alongside,exit,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2021-bhr-4c375a5d45e3-01,adj-fee2caa67a10b6f2,incident-src-fee2caa67a10b6f2,fia-2021-bhr-4c375a5d45e3,2021-bhr,2021,Race,causing_collision,5,31,wholly_to_blame,time_penalty,10,2,,pre_driving_guidelines,model_reviewed_agree,,unresolved,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,True,True,descriptive_model_review_pending_human
adjudication-seed-fia-2021-emi-791fd6e0a7e9-01,adj-3651fb62c9bcfb6e,incident-src-3651fb62c9bcfb6e,fia-2021-emi-791fd6e0a7e9,2021-emi,2021,Race,gaining_advantage_off_track,18,10,not_applicable,time_penalty,5,1,,pre_driving_guidelines,model_reviewed_corrected,,unresolved,False,True,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2021-emi-ac5240ba7d02-01,adj-7ff377c3d8f5c74c,incident-src-7ff377c3d8f5c74c,fia-2021-emi-ac5240ba7d02,2021-emi,2021,Race,causing_collision,63,77,racing_incident,no_further_action,,,,pre_driving_guidelines,model_reviewed_agree,,unresolved,False,True,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,False,False,descriptive_model_review_pending_human
adjudication-seed-fia-2021-esp-fee027bbec83-01,adj-6e832bed12ff975e,incident-src-6e832bed12ff975e,fia-2021-esp-fee027bbec83,2021-esp,2021,Race,forcing_off_track,14,18,racing_incident,no_further_action,,,,pre_driving_guidelines,model_reviewed_agree,,unresolved,False,False,False,outside,unknown,apex,False,machine_extracted_pending_human_review,False,False,descriptive_model_review_pending_human
adjudication-seed-fia-2021-gbr-2ca2a34d14e0-01,adj-03b38afbf69e24d1,incident-src-03b38afbf69e24d1,fia-2021-gbr-2ca2a34d14e0,2021-gbr,2021,Sprint,causing_collision,63,55,no_conclusion,grid_penalty,,1,3,pre_driving_guidelines,model_reviewed_corrected,,unresolved,False,False,False,ambiguous_both_lines_mentioned,unknown,unknown,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
adjudication-seed-fia-2021-gbr-2edd347d5de5-01,adj-a02457481a461185,incident-src-a02457481a461185,fia-2021-gbr-2edd347d5de5,2021-gbr,2021,Race,causing_collision,44,33,predominantly_to_blame,time_penalty,10,2,,pre_driving_guidelines,model_reviewed_agree,1,fia_incident_clock_single_lap_interval,True,False,False,inside,unknown,apex,False,machine_extracted_pending_human_review,True,True,descriptive_model_review_pending_human
adjudication-seed-fia-2021-gbr-74d32cf58767-01,adj-ef78b859db624c3b,incident-src-ef78b859db624c3b,fia-2021-gbr-74d32cf58767,2021-gbr,2021,Race,forcing_off_track,11,7,no_conclusion,no_further_action,,,,pre_driving_guidelines,model_reviewed_corrected,,unresolved,False,False,False,inside,alongside,unknown,False,machine_extracted_pending_human_review,False,False,descriptive_model_review_pending_human
adjudication-seed-fia-2021-gbr-8b960af59804-01,adj-30cd37fefdf5a1b2,incident-src-30cd37fefdf5a1b2,fia-2021-gbr-8b960af59804,2021-gbr,2021,Sprint,unsafe_rejoin,55,63|10,no_conclusion,no_further_action,,,,pre_driving_guidelines,model_reviewed_corrected,,unresolved,False,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,False,False,descriptive_model_review_pending_human
adjudication-seed-fia-2021-hun-06f5959922b8-01,adj-9cf492ef26deae16,incident-src-9cf492ef26deae16,fia-2021-hun-06f5959922b8,2021-hun,2021,Race,causing_collision,77,4,wholly_to_blame,grid_penalty,,2,5,pre_driving_guidelines,model_reviewed_agree,1,fia_incident_clock_single_lap_interval,True,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,True,True,descriptive_model_review_pending_human
adjudication-seed-fia-2021-hun-62b291657006-01,adj-3bb833a815e06668,incident-src-3bb833a815e06668,fia-2021-hun-62b291657006,2021-hun,2021,Race,causing_collision,18,16,wholly_to_blame,grid_penalty,,2,5,pre_driving_guidelines,model_reviewed_agree,1,fia_incident_clock_single_lap_interval,True,False,False,unknown,unknown,unknown,False,machine_extracted_pending_human_review,True,True,descriptive_model_review_pending_human
adjudication-seed-fia-2021-ita-4c12fa91b10c-01,adj-e4fd8aefb1774911,incident-src-e4fd8aefb1774911,fia-2021-ita-4c12fa91b10c,2021-ita,2021,Race,causing_collision,31,5,no_conclusion,time_penalty,5,1,,pre_driving_guidelines,model_reviewed_corrected,,unresolved,False,False,False,unknown,alongside,unknown,False,machine_extracted_pending_human_review,True,False,descriptive_model_review_pending_human
